site_no,spot_no,year,date,coral_cover,bleaching_all,bleaching_acropora,mortality_all,mortality_acropora
21,5,2024,2024-12-05,60.0,,,0.0,0.0
21,6,2020,2020-12-23,10.0,30.0,0.0,0.0,0.0
21,6,2021,2021-12-05,20.0,0.0,0.0,0.0,0.0
21,6,2022,2022-12-16,10.0,,,,0.0
21,6,2023,2023-12-29,20.0,0.0,0.0,0.0,0.0
21,6,2024,2024-12-19,30.0,30.0,,0.0,0.0
21,7,2020,2020-12-23,,0.0,0.0,0.0,0.0
21,7,2021,2021-12-05,10.0,0.0,0.0,0.0,0.0
21,7,2022,2022-12-16,10.0,,0.0,,0.0
21,7,2023,2023-12-29,20.0,0.0,0.0,0.0,0.0
21,7,2024,2024-12-19,20.0,,,0.0,0.0
21,8,2020,2021-01-15,40.0,,0.0,,0.0
21,8,2021,2022-01-09,50.0,,,,
21,8,2022,2022-12-11,50.0,,0.0,,0.0
21,8,2023,2023-12-25,60.0,0.0,0.0,0.0,0.0
21,8,2024,2024-12-28,60.0,,0.0,0.0,0.0
21,9,2020,2020-12-07,30.0,,,,0.0
21,9,2021,2021-12-07,40.0,0.0,0.0,0.0,0.0
21,9,2022,2022-12-12,40.0,,0.0,0.0,0.0
21,9,2023,2023-12-04,30.0,,,0.0,0.0
21,9,2024,2024-10-18,40.0,,0.0,0.0,0.0
21,11,2020,2021-01-09,20.0,,,0.0,0.0
21,11,2021,2021-12-15,20.0,0.0,0.0,0.0,0.0
21,11,2022,2022-12-11,20.0,,,,0.0
21,11,2023,2023-11-20,20.0,0.0,0.0,0.0,0.0
21,11,2024,2024-12-28,20.0,,0.0,0.0,0.0
21,12,2020,2020-12-04,10.0,,0.0,,0.0
21,12,2021,2021-12-13,10.0,0.0,0.0,0.0,0.0
21,12,2022,2022-12-11,10.0,,0.0,0.0,0.0
21,12,2023,2023-12-28,20.0,0.0,0.0,0.0,0.0
21,12,2024,2024-10-18,,90.0,0.0,0.0,0.0
21,13,2020,2020-11-28,60.0,0.0,0.0,0.0,0.0
21,13,2021,2021-12-11,60.0,0.0,0.0,0.0,0.0
21,13,2022,2022-12-10,60.0,,40.0,0.0,0.0
21,13,2023,2023-12-02,70.0,0.0,0.0,0.0,0.0
21,13,2024,2024-09-26,60.0,25.0,80.0,0.0,0.0
21,14,2020,2020-06-13,20.0,0.0,0.0,0.0,0.0
21,14,2021,2021-07-10,20.0,0.0,0.0,0.0,0.0
21,14,2022,2022-06-25,20.0,0.0,0.0,0.0,0.0
21,14,2023,2023-12-02,40.0,0.0,0.0,0.0,0.0
21,14,2024,2024-09-26,40.0,60.0,60.0,,
21,15,2020,2020-12-07,60.0,,0.0,,0.0
21,15,2021,2021-12-07,70.0,0.0,0.0,0.0,0.0
21,15,2022,2022-12-12,70.0,0.0,0.0,0.0,0.0
21,15,2023,2023-10-30,80.0,0.0,0.0,0.0,0.0
21,15,2024,2024-10-11,80.0,0.0,0.0,0.0,0.0
21,16,2020,2020-12-21,10.0,,5.0,0.0,0.0
21,16,2021,2021-12-17,10.0,0.0,0.0,0.0,0.0
21,16,2022,2022-12-06,,,0.0,,0.0
21,16,2023,2023-12-18,10.0,,,0.0,0.0
21,16,2024,2024-11-18,20.0,,,0.0,0.0
21,17,2020,2020-12-21,,0.0,0.0,0.0,0.0
21,17,2022,2022-12-06,,0.0,0.0,0.0,0.0
21,17,2023,2023-12-18,,0.0,0.0,0.0,0.0
21,17,2024,2024-12-13,,,,0.0,0.0
21,18,2020,2020-11-12,50.0,10.0,100.0,,0.0
21,18,2021,2021-12-15,60.0,0.0,0.0,0.0,0.0
21,18,2023,2023-09-29,20.0,0.0,0.0,0.0,0.0
21,18,2024,2024-12-13,20.0,0.0,0.0,0.0,0.0
22,1,2020,2020-10-20,40.0,,0.0,0.0,0.0
22,1,2021,2021-10-19,30.0,0.0,0.0,0.0,0.0
22,1,2022,2022-10-20,30.0,0.0,0.0,0.0,0.0
22,1,2023,2023-11-01,30.0,,0.0,0.0,0.0
22,1,2024,2024-10-16,30.0,30.0,40.0,,10.0
22,2,2020,2021-01-11,,0.0,0.0,0.0,0.0
22,2,2021,2021-11-05,2.5,0.0,0.0,0.0,0.0
22,2,2022,2022-11-17,,0.0,0.0,0.0,0.0
22,2,2023,2023-10-24,,0.0,0.0,0.0,0.0
22,2,2024,2024-10-16,,10.0,,,
22,3,2020,2021-01-11,20.0,0.0,0.0,0.0,0.0
22,3,2021,2021-11-18,10.0,0.0,0.0,0.0,0.0
22,3,2022,2022-12-27,10.0,0.0,0.0,0.0,0.0
22,3,2023,2023-10-24,20.0,,0.0,0.0,0.0
22,3,2024,2024-11-13,20.0,20.0,10.0,10.0,5.0
22,4,2020,2020-11-05,40.0,0.0,0.0,0.0,0.0
22,4,2021,2021-11-18,30.0,0.0,0.0,0.0,0.0
22,4,2022,2022-12-20,30.0,0.0,0.0,0.0,0.0
22,4,2023,2023-11-02,40.0,,0.0,0.0,0.0
22,4,2024,2024-09-04,30.0,90.0,80.0,,
22,5,2020,2020-11-05,20.0,0.0,0.0,0.0,0.0
22,5,2021,2021-11-18,10.0,0.0,0.0,0.0,0.0
22,5,2022,2022-12-20,20.0,,0.0,0.0,0.0
22,5,2023,2023-11-02,30.0,,,0.0,0.0
22,5,2024,2024-09-04,30.0,90.0,80.0,,
22,6,2020,2021-01-11,40.0,0.0,0.0,0.0,0.0
22,6,2021,2021-11-18,30.0,0.0,0.0,0.0,0.0
22,6,2022,2022-12-27,40.0,0.0,0.0,0.0,0.0
22,6,2023,2023-10-24,40.0,0.0,0.0,0.0,0.0
22,6,2024,2024-09-04,40.0,50.0,70.0,,
22,7,2020,2020-11-16,50.0,,,0.0,0.0
22,7,2021,2021-05-16,50.0,0.0,0.0,0.0,0.0
22,7,2022,2022-11-09,40.0,,,0.0,0.0
22,7,2023,2023-12-08,30.0,,0.0,,0.0
22,7,2024,2024-10-15,20.0,30.0,50.0,10.0,20.0
22,8,2020,2020-10-16,30.0,,,0.0,0.0
22,8,2021,2022-01-15,20.0,0.0,0.0,0.0,0.0
22,8,2022,2022-11-09,40.0,,,0.0,0.0
22,8,2023,2023-12-08,30.0,,0.0,0.0,0.0
22,8,2024,2024-11-13,30.0,15.0,15.0,10.0,10.0
22,9,2020,2020-10-16,,0.0,0.0,0.0,0.0
22,9,2021,2022-01-22,2.5,0.0,0.0,0.0,0.0
22,9,2022,2022-11-09,,0.0,0.0,0.0,0.0
22,9,2023,2023-12-08,,0.0,0.0,0.0,0.0
22,9,2024,2024-11-13,,0.0,0.0,0.0,0.0
22,10,2020,2020-12-02,30.0,0.0,0.0,0.0,0.0
22,10,2021,2021-10-18,30.0,,0.0,0.0,0.0
22,10,2022,2022-12-27,30.0,0.0,0.0,0.0,0.0
22,10,2023,2023-11-02,20.0,,,0.0,0.0
22,10,2024,2024-10-01,20.0,90.0,90.0,,
22,11,2020,2020-12-02,20.0,,0.0,0.0,0.0
22,11,2021,2021-10-18,20.0,,,0.0,0.0
22,11,2022,2022-11-11,30.0,,,0.0,0.0
22,11,2023,2023-11-02,20.0,,,0.0,0.0
22,11,2024,2024-10-01,20.0,80.0,90.0,,
22,12,2020,2020-10-29,30.0,,,0.0,0.0
22,12,2021,2021-10-21,30.0,0.0,0.0,0.0,0.0
22,12,2022,2022-12-16,30.0,0.0,0.0,0.0,0.0
22,12,2023,2023-10-26,30.0,10.0,,0.0,0.0
22,12,2024,2024-10-18,30.0,80.0,80.0,,10.0
22,13,2020,2020-10-29,40.0,,,0.0,0.0
22,13,2021,2021-10-21,30.0,,,0.0,0.0
22,13,2022,2022-12-16,30.0,0.0,0.0,0.0,0.0
22,13,2023,2023-10-26,30.0,,,0.0,0.0
22,13,2024,2024-10-18,30.0,80.0,80.0,10.0,20.0
22,14,2020,2020-10-29,30.0,0.0,0.0,0.0,0.0
22,14,2021,2021-10-21,20.0,0.0,0.0,0.0,0.0
22,14,2022,2022-12-16,20.0,0.0,0.0,0.0,0.0
22,14,2023,2023-10-26,10.0,,,0.0,0.0
22,14,2024,2024-10-18,20.0,80.0,80.0,10.0,30.0
22,15,2020,2020-10-29,30.0,0.0,0.0,0.0,0.0
22,15,2021,2021-10-21,30.0,,,0.0,0.0
22,15,2022,2022-12-16,30.0,0.0,0.0,0.0,0.0
22,15,2023,2023-10-26,30.0,,,0.0,0.0
22,15,2024,2024-10-18,30.0,80.0,90.0,10.0,40.0
22,16,2020,2020-10-29,,0.0,0.0,0.0,0.0
22,16,2021,2021-10-21,2.5,0.0,0.0,0.0,0.0
22,16,2022,2022-12-16,,0.0,0.0,0.0,0.0
22,16,2023,2023-10-26,,,0.0,0.0,0.0
22,16,2024,2024-10-18,,90.0,80.0,,
22,17,2020,2020-10-04,10.0,20.0,30.0,,
22,17,2021,2021-11-21,10.0,,,0.0,0.0
22,17,2022,2022-10-30,,10.0,,,
22,17,2023,2023-10-21,,,0.0,0.0,0.0
22,17,2024,2024-11-16,10.0,20.0,20.0,10.0,20.0
22,18,2020,2020-10-04,30.0,10.0,20.0,,
22,18,2021,2021-11-21,30.0,0.0,0.0,0.0,0.0
22,18,2023,2023-10-21,,,0.0,0.0,0.0
22,18,2024,2024-11-16,30.0,30.0,60.0,10.0,20.0
22,19,2020,2020-10-04,30.0,30.0,20.0,,
22,19,2021,2021-11-21,20.0,0.0,0.0,0.0,0.0
22,19,2022,2022-10-30,20.0,10.0,,,
22,19,2023,2023-10-21,30.0,10.0,,0.0,0.0
22,19,2024,2024-11-16,20.0,10.0,30.0,10.0,10.0
22,20,2020,2020-10-04,10.0,,0.0,,0.0
22,20,2021,2021-11-21,2.5,0.0,0.0,0.0,0.0
22,20,2023,2023-10-21,,,0.0,0.0,0.0
22,21,2020,2020-12-06,40.0,,,,
22,21,2021,2021-10-19,50.0,0.0,0.0,0.0,0.0
22,21,2022,2022-11-18,40.0,,0.0,0.0,0.0
22,21,2023,2023-12-16,40.0,,0.0,0.0,0.0
22,21,2024,2024-11-15,20.0,20.0,10.0,,
22,22,2020,2020-12-06,30.0,,,,
22,22,2021,2021-10-19,30.0,0.0,0.0,0.0,0.0
22,22,2022,2022-11-18,50.0,,,0.0,
22,22,2023,2023-12-16,40.0,,,0.0,0.0
22,22,2024,2024-11-15,40.0,,0.0,0.0,0.0
22,23,2020,2020-12-06,30.0,,0.0,0.0,0.0
22,23,2021,2021-10-19,30.0,0.0,0.0,0.0,0.0
22,23,2022,2022-11-18,30.0,,0.0,0.0,0.0
22,23,2023,2023-12-16,20.0,0.0,0.0,0.0,0.0
22,24,2020,2020-12-06,20.0,,0.0,0.0,0.0
22,24,2021,2021-10-19,20.0,0.0,0.0,0.0,0.0
22,24,2022,2022-11-18,30.0,,0.0,0.0,0.0
22,24,2023,2023-12-16,10.0,0.0,0.0,0.0,0.0
22,24,2024,2024-11-15,10.0,30.0,,10.0,
22,25,2020,2020-12-06,10.0,,0.0,0.0,0.0
22,25,2021,2021-10-19,10.0,0.0,0.0,0.0,0.0
22,25,2022,2022-11-18,10.0,,0.0,0.0,0.0
22,25,2023,2023-12-16,10.0,0.0,0.0,0.0,0.0
22,25,2024,2024-11-15,10.0,10.0,0.0,,0.0
22,27,2023,2023-10-04,,,0.0,0.0,0.0
22,27,2024,2024-11-06,,,,,
22,28,2022,2022-12-27,,0.0,0.0,0.0,0.0
22,28,2023,2023-10-04,,,0.0,0.0,0.0
22,28,2024,2024-11-06,,,0.0,0.0,0.0
22,29,2022,2022-12-27,40.0,0.0,0.0,0.0,0.0
22,29,2023,2023-10-04,40.0,,0.0,0.0,0.0
22,29,2024,2024-11-06,40.0,,0.0,0.0,0.0
22,30,2024,2024-11-06,10.0,,,,
22,31,2024,2024-11-15,20.0,20.0,,10.0,
22,32,2020,2020-12-19,,0.0,0.0,0.0,0.0
22,32,2021,2021-08-03,2.5,,0.0,0.0,0.0
22,32,2022,2022-10-08,,80.0,90.0,,
22,32,2023,2023-09-13,,0.0,0.0,0.0,0.0
22,32,2024,2024-08-08,,10.0,30.0,,
22,33,2020,2020-12-19,10.0,0.0,0.0,0.0,0.0
22,33,2021,2021-08-03,10.0,0.0,0.0,0.0,0.0
22,33,2022,2022-10-08,20.0,90.0,90.0,10.0,30.0
22,33,2023,2023-07-26,30.0,0.0,0.0,0.0,0.0
22,33,2024,2024-08-08,30.0,,0.0,0.0,0.0
22,34,2020,2020-12-19,20.0,0.0,0.0,0.0,0.0
22,34,2021,2021-08-03,20.0,0.0,0.0,0.0,0.0
22,34,2022,2022-10-08,40.0,20.0,20.0,,
22,34,2023,2023-09-13,20.0,0.0,0.0,0.0,0.0
22,34,2024,2024-08-08,20.0,,,0.0,0.0
22,35,2020,2020-10-05,60.0,,0.0,0.0,0.0
22,35,2021,2021-10-30,60.0,0.0,0.0,0.0,0.0
22,35,2022,2022-11-16,60.0,0.0,0.0,0.0,0.0
22,35,2023,2023-11-16,60.0,0.0,0.0,0.0,0.0
22,35,2024,2024-12-13,60.0,0.0,0.0,0.0,0.0
22,36,2020,2020-10-05,20.0,,0.0,0.0,0.0
22,36,2021,2021-10-30,20.0,0.0,0.0,0.0,0.0
22,36,2022,2022-11-16,20.0,0.0,0.0,0.0,0.0
22,36,2023,2023-11-16,20.0,0.0,0.0,0.0,0.0
22,36,2024,2024-12-13,20.0,,0.0,0.0,0.0
22,37,2020,2020-10-05,30.0,,0.0,0.0,0.0
22,37,2021,2021-10-30,30.0,0.0,0.0,0.0,0.0
22,37,2022,2022-11-16,20.0,,0.0,0.0,0.0
22,37,2023,2023-11-16,20.0,0.0,0.0,0.0,0.0
22,37,2024,2024-12-13,20.0,,0.0,0.0,0.0
22,38,2020,2020-10-05,20.0,20.0,0.0,,0.0
22,38,2021,2021-10-30,20.0,0.0,0.0,0.0,0.0
22,38,2022,2022-11-16,30.0,,0.0,0.0,0.0
22,38,2023,2023-11-16,30.0,0.0,0.0,0.0,0.0
22,38,2024,2024-12-13,20.0,50.0,20.0,40.0,20.0
23,1,2020,2020-11-16,,0.0,0.0,0.0,0.0
23,1,2021,2022-01-09,10.0,0.0,0.0,0.0,0.0
23,1,2022,2022-10-15,10.0,80.0,0.0,20.0,0.0
23,1,2023,2024-01-11,10.0,,,,
23,1,2024,2024-12-26,,90.0,,70.0,10.0
23,2,2020,2020-11-16,,0.0,0.0,0.0,0.0
23,2,2021,2022-01-09,2.5,0.0,0.0,0.0,0.0
23,2,2022,2022-10-15,10.0,60.0,100.0,,80.0
23,2,2023,2024-01-11,,,,,
23,2,2024,2024-12-26,,,,,
23,3,2020,2020-11-16,,0.0,0.0,0.0,0.0
23,3,2022,2022-10-15,,10.0,30.0,,
23,3,2023,2024-01-11,20.0,,,,
23,3,2024,2024-12-26,10.0,,,,
23,4,2020,2020-11-16,,0.0,0.0,0.0,0.0
23,4,2021,2022-01-09,2.5,0.0,0.0,0.0,0.0
23,4,2022,2022-10-15,,0.0,0.0,0.0,0.0
23,4,2024,2024-12-26,0.0,,,,
23,5,2020,2020-11-16,10.0,0.0,0.0,0.0,0.0
23,5,2021,2021-12-11,10.0,,0.0,0.0,0.0
23,5,2022,2022-10-15,20.0,,,,0.0
23,5,2023,2024-01-11,30.0,,,,
23,5,2024,2024-12-26,30.0,,,,0.0
23,6,2020,2020-11-29,40.0,0.0,0.0,0.0,0.0
23,6,2021,2021-11-13,60.0,,0.0,0.0,0.0
23,6,2022,2022-11-13,40.0,,0.0,0.0,0.0
23,6,2023,2023-12-21,70.0,,0.0,,0.0
23,6,2024,2024-12-19,80.0,,,,0.0
23,7,2020,2020-11-29,30.0,0.0,0.0,0.0,0.0
23,7,2021,2021-11-13,30.0,,0.0,0.0,0.0
23,7,2022,2022-11-13,30.0,,0.0,0.0,0.0
23,7,2023,2023-12-21,50.0,,0.0,,0.0
23,7,2024,2024-12-19,50.0,,,,0.0
23,9,2020,2020-11-14,0.0,0.0,0.0,0.0,0.0
23,9,2021,2021-12-12,2.5,0.0,0.0,0.0,0.0
23,9,2022,2022-10-20,,60.0,50.0,30.0,50.0
23,9,2023,2023-12-22,,,,,
23,9,2024,2024-12-29,,,,,
23,10,2020,2020-11-14,,,0.0,0.0,0.0
23,10,2021,2021-12-12,2.5,,0.0,0.0,0.0
23,10,2022,2022-10-20,,60.0,80.0,30.0,50.0
23,10,2023,2023-10-15,10.0,,,,
23,10,2024,2024-12-13,20.0,,50.0,,50.0
23,11,2020,2020-12-20,,,0.0,0.0,0.0
23,11,2021,2021-10-24,2.5,,0.0,0.0,0.0
23,11,2022,2022-10-20,,80.0,80.0,50.0,50.0
23,11,2023,2023-10-15,,40.0,,,
23,11,2024,2024-12-13,,,50.0,,50.0
23,12,2020,2020-12-20,,,0.0,0.0,0.0
23,12,2021,2021-10-24,2.5,,0.0,0.0,0.0
23,12,2022,2022-10-20,,80.0,80.0,50.0,50.0
23,12,2023,2023-10-15,,40.0,,,
23,12,2024,2024-12-13,,,50.0,,50.0
23,13,2020,2020-11-26,,0.0,0.0,0.0,0.0
23,13,2021,2021-12-22,2.5,0.0,0.0,0.0,0.0
23,13,2022,2022-10-22,,30.0,0.0,,0.0
23,13,2023,2023-12-14,,,0.0,,0.0
23,13,2024,2024-12-24,,10.0,,,0.0
23,14,2020,2020-11-26,,0.0,0.0,0.0,0.0
23,14,2021,2021-12-22,2.5,0.0,0.0,0.0,0.0
23,14,2022,2022-10-22,,80.0,80.0,50.0,30.0
23,14,2023,2023-12-14,,,80.0,,30.0
23,14,2024,2024-12-24,,10.0,,,0.0
23,15,2020,2020-11-22,50.0,0.0,0.0,0.0,0.0
23,15,2021,2021-12-16,60.0,0.0,0.0,0.0,0.0
23,15,2022,2022-10-22,60.0,30.0,50.0,,
23,15,2023,2023-12-14,70.0,,0.0,,0.0
23,15,2024,2025-01-05,70.0,,,,
23,16,2020,2020-11-15,40.0,0.0,0.0,0.0,0.0
23,16,2021,2021-12-23,50.0,0.0,0.0,0.0,0.0
23,16,2022,2022-11-06,,90.0,90.0,90.0,90.0
23,16,2023,2023-12-03,10.0,,0.0,0.0,0.0
23,16,2024,2024-12-11,10.0,,0.0,0.0,0.0
23,17,2020,2020-11-15,20.0,0.0,0.0,0.0,0.0
23,17,2021,2021-12-23,30.0,0.0,0.0,0.0,0.0
23,17,2022,2022-11-06,,90.0,90.0,90.0,90.0
23,17,2023,2023-12-03,,,0.0,0.0,0.0
23,17,2024,2024-12-11,10.0,,0.0,0.0,0.0
23,18,2020,2020-11-15,,0.0,0.0,0.0,0.0
23,18,2021,2021-12-23,2.5,0.0,0.0,0.0,0.0
23,18,2022,2022-11-06,,,0.0,0.0,0.0
23,18,2023,2023-12-03,,,0.0,0.0,0.0
23,18,2024,2024-12-11,,,,,
24,1,2020,2020-11-05,,0.0,0.0,0.0,0.0
24,1,2021,2021-10-15,10.0,0.0,0.0,0.0,0.0
24,1,2022,2022-10-20,,0.0,0.0,0.0,0.0
24,1,2023,2023-11-21,,2.5,2.5,0.0,0.0
24,1,2024,2024-10-21,,2.5,0.0,0.0,0.0
24,2,2020,2020-11-05,40.0,5.0,5.0,0.0,0.0
24,2,2021,2021-10-15,20.0,0.0,0.0,0.0,0.0
24,2,2022,2022-10-20,40.0,5.0,5.0,0.0,0.0
24,2,2023,2023-11-21,50.0,5.0,5.0,0.0,0.0
24,2,2024,2024-10-21,30.0,50.0,60.0,50.0,60.0
24,3,2020,2020-11-05,40.0,5.0,5.0,0.0,0.0
24,3,2021,2021-10-15,40.0,0.0,0.0,0.0,0.0
24,3,2022,2022-10-20,30.0,0.0,0.0,0.0,0.0
24,3,2023,2023-11-21,30.0,2.5,2.5,0.0,0.0
24,3,2024,2024-10-21,20.0,15.0,17.5,10.0,15.0
24,4,2020,2020-11-05,0.0,0.0,0.0,0.0,0.0
24,4,2021,2021-10-15,10.0,0.0,0.0,0.0,0.0
24,4,2022,2022-10-20,,5.0,0.0,0.0,0.0
24,4,2023,2023-11-21,,2.5,2.5,0.0,0.0
24,4,2024,2024-10-21,,10.0,7.5,0.0,0.0
24,5,2020,2020-10-21,20.0,5.0,5.0,0.0,0.0
24,5,2021,2021-10-08,20.0,5.0,5.0,0.0,0.0
24,5,2022,2022-12-20,20.0,5.0,0.0,0.0,0.0
24,5,2023,2023-11-08,20.0,2.5,2.5,0.0,0.0
24,5,2024,2024-12-02,30.0,0.0,2.5,0.0,0.0
24,6,2020,2020-10-21,,0.0,0.0,0.0,0.0
24,6,2021,2021-10-27,10.0,0.0,0.0,0.0,0.0
24,6,2022,2022-10-27,,0.0,0.0,0.0,0.0
24,6,2023,2023-11-08,,2.5,2.5,0.0,0.0
24,6,2024,2024-11-25,,0.0,0.0,0.0,0.0
24,7,2020,2020-10-21,30.0,5.0,5.0,0.0,0.0
24,7,2021,2021-10-08,30.0,5.0,5.0,0.0,0.0
24,7,2022,2022-10-27,40.0,5.0,5.0,0.0,0.0
24,7,2023,2023-09-22,30.0,5.0,5.0,0.0,0.0
24,7,2024,2024-09-25,30.0,5.0,5.0,0.0,0.0
24,8,2020,2020-10-21,20.0,5.0,5.0,0.0,0.0
24,8,2021,2021-10-08,30.0,5.0,5.0,0.0,0.0
24,8,2022,2022-10-27,30.0,5.0,5.0,0.0,0.0
24,8,2023,2023-11-08,20.0,2.5,2.5,0.0,0.0
24,8,2024,2024-11-25,30.0,0.0,5.0,0.0,0.0
24,9,2020,2020-10-29,10.0,5.0,5.0,0.0,0.0
24,9,2021,2021-10-08,20.0,5.0,5.0,0.0,0.0
24,9,2022,2022-10-27,20.0,0.0,0.0,0.0,0.0
24,9,2023,2023-11-09,20.0,0.0,0.0,0.0,0.0
24,9,2024,2024-11-25,30.0,0.0,0.0,0.0,0.0
24,10,2020,2020-10-29,40.0,5.0,5.0,0.0,0.0
24,10,2021,2021-10-27,50.0,5.0,5.0,0.0,0.0
24,10,2022,2022-10-22,40.0,5.0,5.0,0.0,0.0
24,10,2023,2023-09-20,30.0,5.0,5.0,0.0,0.0
24,10,2024,2024-09-25,40.0,5.0,10.0,0.0,0.0
24,11,2020,2020-10-12,60.0,0.0,0.0,0.0,0.0
24,11,2021,2021-10-22,80.0,0.0,0.0,0.0,0.0
24,11,2022,2022-10-19,80.0,5.0,5.0,0.0,0.0
24,11,2023,2023-11-09,70.0,2.5,2.5,0.0,0.0
24,11,2024,2024-11-25,70.0,0.0,0.0,0.0,0.0
24,12,2020,2020-10-29,40.0,5.0,5.0,0.0,0.0
24,12,2021,2021-10-27,70.0,0.0,0.0,0.0,0.0
24,12,2022,2022-12-20,60.0,0.0,0.0,0.0,0.0
24,12,2023,2023-11-08,60.0,2.5,2.5,0.0,0.0
24,12,2024,2024-11-25,50.0,0.0,0.0,0.0,0.0
24,13,2020,2020-10-12,20.0,5.0,5.0,0.0,0.0
24,13,2021,2021-10-22,30.0,5.0,5.0,0.0,0.0
24,13,2022,2022-10-19,30.0,5.0,5.0,0.0,0.0
24,13,2023,2023-09-26,30.0,2.5,2.5,0.0,0.0
24,13,2024,2024-09-25,30.0,5.0,5.0,0.0,0.0
24,14,2020,2020-10-12,20.0,5.0,5.0,0.0,0.0
24,14,2021,2021-10-22,20.0,5.0,5.0,0.0,0.0
24,14,2022,2022-10-19,20.0,0.0,0.0,0.0,0.0
24,14,2023,2023-11-09,20.0,2.5,2.5,0.0,0.0
24,14,2024,2024-12-02,30.0,0.0,0.0,0.0,0.0
24,15,2020,2020-10-29,,0.0,0.0,0.0,0.0
24,15,2021,2021-10-27,10.0,5.0,5.0,0.0,0.0
24,15,2022,2022-10-22,10.0,5.0,0.0,0.0,0.0
24,15,2023,2023-11-09,10.0,2.5,2.5,0.0,0.0
24,15,2024,2024-12-02,10.0,2.5,2.5,0.0,0.0
25,1,2024,2024-10-12,10.0,60.0,50.0,30.0,30.0
25,2,2024,2024-10-12,20.0,20.0,,10.0,
25,3,2024,2024-10-12,,60.0,50.0,30.0,20.0
25,4,2024,2024-10-12,10.0,10.0,30.0,,20.0
25,5,2024,2024-10-12,20.0,5.0,,,
25,6,2024,2024-10-13,10.0,50.0,80.0,20.0,20.0
25,7,2024,2024-10-13,10.0,50.0,80.0,10.0,40.0
25,8,2024,2024-10-13,20.0,40.0,60.0,10.0,30.0
25,9,2024,2024-10-13,30.0,30.0,30.0,10.0,10.0
26,1,2021,2021-12-16,30.0,0.0,0.0,0.0,0.0
26,1,2022,2022-12-06,40.0,,,,0.0
26,2,2021,2022-01-11,5.0,0.0,0.0,0.0,0.0
26,2,2022,2022-12-09,,,,0.0,0.0
26,3,2021,2022-01-11,2.5,0.0,0.0,0.0,0.0
26,3,2022,2022-12-09,,,,0.0,0.0
26,4,2021,2022-01-11,10.0,0.0,0.0,0.0,0.0
26,4,2022,2022-12-09,,,,0.0,0.0
26,5,2021,2021-12-16,2.5,0.0,0.0,0.0,0.0
26,5,2022,2022-11-15,,40.0,,0.0,0.0
26,6,2021,2021-12-16,2.5,0.0,0.0,0.0,0.0
26,6,2022,2022-11-15,,,0.0,0.0,0.0
26,7,2021,2021-12-21,60.0,0.0,0.0,0.0,0.0
26,7,2022,2022-12-13,60.0,,,,
