year,site_no,spot_no,site_name,spot_name,survey_date,coral_cover_pct,bleaching_all_pct,bleaching_acropora_pct,mortality_all_pct,mortality_acropora_pct
2021,13,67,小浜島周辺,小浜島東沖離礁①,2021-10-23,30,55,62.5,1,1
2021,13,68,小浜島周辺,嘉弥真島東沖礁内縁,2021-11-15,20,59.5,53.5,1.5,2
2021,13,71,小浜島周辺,嘉弥真島東沖礁外縁,2021-10-31,70,24,18,1,1
2021,13,72,小浜島周辺,嘉弥真島北岸礁外縁①,2021-10-31,50,24,15.5,1,1
2021,13,73,小浜島周辺,嘉弥真島北岸礁外縁②,2021-10-31,40,31,23,1,1
2021,13,74,小浜島周辺,小浜島北岸礁外縁,2021-10-31,40,23,15.5,1,1
2021,13,75,小浜島周辺,ヨナラ水道中央部②,2021-10-30,40,34.5,30,1.5,2
2021,13,110,小浜島周辺,小浜島東沖離礁②,2021-10-23,10,67.5,72.5,1.5,2
2021,13,112,小浜島周辺,タキドングチ海中公園地区,2021-11-14,30,56,50.5,1,1
2021,13,116,小浜島周辺,鵜離島前離礁,2021-10-31,60,30.5,23,1,1
2021,14,46,カタグァー周辺,シモビシ海中公園地区,2021-11-01,10,77.5,77.5,1.5,1
2021,14,47,カタグァー周辺,竹富島南西岸礁縁,2021-11-01,10,86,86,1,1
2021,14,54,カタグァー周辺,竹富島東沖離礁,2021-11-13,10,48.5,56,1,1
2021,14,76,カタグァー周辺,アーサーピー外縁,2021-11-13,10,56.5,43,1,0.5
2021,14,77,カタグァー周辺,ウマノハピー礁内①,2021-11-03,10,76.5,72.5,1,1
2021,14,78,カタグァー周辺,ウマノハピー礁内②,2021-11-03,2.5,46,40,1,1
2021,14,79,カタグァー周辺,ウマノハピー礁内③,2021-11-03,2.5,41,40.5,1,1
2021,14,80,カタグァー周辺,ウマノハピー内縁①,2021-11-03,10,70,68.5,1,1
2021,14,81,カタグァー周辺,ウマノハピー内縁②,2021-11-03,2.5,53.5,54,1,1
2021,14,82,カタグァー周辺,ウマノハピー内縁③,2021-11-01,20,54,31.5,1.5,1
2021,14,83,カタグァー周辺,ウマノハピー内縁④,2021-11-01,2.5,40,28.5,1,1
2021,14,84,カタグァー周辺,ウマノハピー外縁①,2021-10-26,30,61.5,46.5,1.5,1.5
2021,14,87,カタグァー周辺,アーサーピー内縁①,2021-11-13,20,53.5,46.5,1,1
2021,14,88,カタグァー周辺,アーサーピー内縁②,2021-11-14,10,67.5,60,1,1
2021,14,89,カタグァー周辺,アーサーピー内縁③,2021-11-14,2.5,51,45.5,1,1
2021,14,90,カタグァー周辺,アーサーピー内縁④,2021-11-14,10,46,35.5,1,0.5
2021,14,93,カタグァー周辺,ウマノハピー外縁②,2021-10-26,2.5,54,56,1.5,1
2021,14,109,カタグァー周辺,竹富島南沖離礁①,2021-11-16,20,46,26,1,2
2021,14,114,カタグァー周辺,竹富島南沖離礁②,2021-11-01,10,77,76.5,1.5,1
2021,14,115,カタグァー周辺,ウマノハピー礁内④,2021-11-03,10,72.5,65,1.5,1.5
2021,15,4,シモビシ～仲間崎沖,黒島北沖離礁①,2021-10-28,10,60,70,1,1
2021,15,5,シモビシ～仲間崎沖,黒島北沖離礁②,2021-10-28,10,75,82.5,0.5,0.5
2021,15,19,シモビシ～仲間崎沖,黒島北沖離礁③,2021-10-28,20,72.5,65,1.5,1.5
2021,15,20,シモビシ～仲間崎沖,黒島北沖離礁④,2021-10-28,20,62.5,71.5,1.5,2.5
2021,15,22,シモビシ～仲間崎沖,黒島ー小浜島間離礁①,2021-10-30,20,72.5,68,3,3
2021,15,23,シモビシ～仲間崎沖,小浜島南東岸礁縁,2021-11-02,2.5,70,60,0,0
2021,15,24,シモビシ～仲間崎沖,小浜島南東沖礁縁①,2021-11-02,20,70,55.5,2.5,1
2021,15,25,シモビシ～仲間崎沖,小浜島南東沖礁縁②,2021-11-02,10,35,45,1.5,1.5
2021,15,37,シモビシ～仲間崎沖,黒島ー西表島間離礁①,2021-10-22,50,55,50,1,1
2021,15,38,シモビシ～仲間崎沖,黒島ー西表島間離礁②,2021-10-28,10,70.5,65,3,3
2021,15,39,シモビシ～仲間崎沖,黒島ー小浜島間離礁②,2021-10-30,20,82.5,71.5,6.5,3
2021,15,40,シモビシ～仲間崎沖,小浜島南東沖離礁①,2021-11-02,30,57.5,58,1,1
2021,15,41,シモビシ～仲間崎沖,小浜島南東沖離礁②,2021-11-02,20,55.5,44.5,1.5,1
2021,15,58,シモビシ～仲間崎沖,西表島東沖離礁①,2021-10-22,70,62.5,65,1.5,2.5
2021,15,59,シモビシ～仲間崎沖,西表島東沖離礁②,2021-10-22,50,67.5,72.5,2,4.5
2021,15,60,シモビシ～仲間崎沖,西表島東沖離礁③,2021-10-22,70,78,79,2,2.5
2021,15,61,シモビシ～仲間崎沖,西表島東岸礁池内,2021-10-22,10,77.5,,2.5,
2021,15,66,シモビシ～仲間崎沖,小浜島南礁縁,2021-10-29,20,66.5,72.5,1.5,2.5
2021,15,104,シモビシ～仲間崎沖,新城島ー西表島間離礁②,2021-10-27,10,81.5,73.5,1.5,1
2021,15,106,シモビシ～仲間崎沖,黒島北西沖離礁,2021-10-28,20,66.5,60,1.5,1.5
2021,15,107,シモビシ～仲間崎沖,小浜島南沖離礁,2021-10-30,60,41.5,44,3,2.5
2021,15,108,シモビシ～仲間崎沖,ヨナラ水道南沖離礁,2021-10-22,60,60,65,2.5,2.5
2021,15,111,シモビシ～仲間崎沖,小浜島南東沖離礁③,2021-11-02,30,58.5,63,1,1
2021,15,113,シモビシ～仲間崎沖,西表島仲間崎沖離礁,2021-10-27,20,86,85.5,0,0
2021,16,1,黒島～新城島,ウラビシ南礁縁,2021-10-26,2.5,82.5,73.5,2,1
2021,16,2,黒島～新城島,ウラビシ東礁縁,2021-10-26,30,67.5,60.5,1.5,1
2021,16,3,黒島～新城島,ウラビシ北東礁縁,2021-10-26,10,53.5,56,1,1
2021,16,6,黒島～新城島,黒島北西岸礁縁,2021-10-25,10,70,70,1.5,1.5
2021,16,7,黒島～新城島,黒島西岸礁池内,2021-11-06,20,85,86.5,2,2
2021,16,8,黒島～新城島,黒島南西岸礁池内①,2021-11-06,10,92.5,87.5,5.5,10
2021,16,9,黒島～新城島,黒島南岸礁池内,2021-11-06,60,52.5,47.5,1,4.5
2021,16,10,黒島～新城島,黒島南東岸礁池内①,2021-11-06,30,51,46,1,3
2021,16,11,黒島～新城島,黒島北東岸礁池内,2021-10-25,2.5,61,55.5,1.5,1
2021,16,12,黒島～新城島,新城島上地北岸離礁,2021-10-27,20,62.5,60,1.5,1.5
2021,16,13,黒島～新城島,マイビシ海中公園地区,2021-10-27,20,66,61,1,1
2021,16,14,黒島～新城島,新城島上地西岸,2021-10-27,2.5,69,70,1.5,1.5
2021,16,15,黒島～新城島,新城島間水路部,2021-10-21,20,76.5,81,3,3
2021,16,16,黒島～新城島,新城島下地西岸礁池内①,2021-10-21,10,65,65,1.5,2.5
2021,16,17,黒島～新城島,新城島下地西岸礁池内②,2021-10-21,10,67.5,67.5,1,1
2021,16,45,黒島～新城島,ウラビシ北離礁,2021-10-26,20,62.5,65.5,1,1
2021,16,69,黒島～新城島,黒島南東岸礁池内②,2021-11-06,50,41,43.5,1.5,3
2021,16,70,黒島～新城島,黒島南西岸礁池内②,2021-11-06,10,85,87.5,7.5,12.5
2021,16,85,黒島～新城島,新城島水路部礁池内,2021-10-21,50,74,64,1.5,1.5
2021,16,94,黒島～新城島,黒島南西岸礁外縁,2021-10-25,20,77,73.5,2,1.5
2021,16,95,黒島～新城島,黒島南岸礁外縁,2021-10-25,50,69,70.5,2,2
2021,16,96,黒島～新城島,キャングチ海中公園地区,2021-10-25,10,59,55.5,2,2.5
2021,16,97,黒島～新城島,黒島東岸礁外縁,2021-10-25,2.5,47,48,1,1
2021,16,98,黒島～新城島,新城島上地東岸礁外縁,2021-10-25,20,76,80,2,1.5
2021,16,99,黒島～新城島,新城島下地南東岸礁外縁,2021-10-25,20,79,73.5,1.5,1
2021,16,100,黒島～新城島,新城島下地西岸礁外縁,2021-10-21,10,77,75,2.5,1.5
2021,16,101,黒島～新城島,新城島北西沖離礁,2021-10-21,10,82.5,80,1.5,2
2021,16,102,黒島～新城島,新城島ー西表島間離礁①,2021-10-27,10,76.5,75,1.5,1
2021,16,103,黒島～新城島,南風見崎沖離礁外縁東,2021-10-24,10,75,75,1.5,1
2021,16,105,黒島～新城島,黒島ー新城島間大型離礁,2021-10-25,20,75,76,2,2
2021,17,120,崎山湾（西表島西部）周辺,ユツン湾口礁縁,2021-11-04,70,23,20.5,1,1
2021,17,121,崎山湾（西表島西部）周辺,船浦沖離礁,2021-11-04,50,15.5,15.5,1,1
2021,17,122,崎山湾（西表島西部）周辺,バラス島西,2021-11-04,70,50,42,2,1.5
2021,17,123,崎山湾（西表島西部）周辺,鳩間島南東礁池①,2021-11-04,2.5,35.5,32.5,0.5,0.5
2021,17,124,崎山湾（西表島西部）周辺,鳩間島南東礁池②,2021-11-04,60,15.5,15.5,1,1.5
2021,17,125,崎山湾（西表島西部）周辺,鳩間島南西沖離礁,2021-11-04,70,16,13.5,0.5,1
2021,17,126,崎山湾（西表島西部）周辺,星砂浜前礁縁,2021-11-04,70,21.5,16.5,1.5,1
2021,17,126',崎山湾（西表島西部）周辺,星砂浜前礁池内,2021-11-04,50,25.5,,0,
2021,17,127,崎山湾（西表島西部）周辺,タコ崎礁縁,2021-11-07,30,45,75,0,0
2021,17,127',崎山湾（西表島西部）周辺,タコ崎礁浅部,2021-11-07,30,86.5,86,1.5,2
2021,17,129,崎山湾（西表島西部）周辺,網取湾奥,2021-11-07,90,1.5,,0.5,
2021,17,130,崎山湾（西表島西部）周辺,ヨナソネ,2021-11-07,60,55,55,1,1
2021,17,131,崎山湾（西表島西部）周辺,崎山礁縁,2021-11-07,20,75,,0,
2021,17,132,崎山湾（西表島西部）周辺,崎山礁池,2021-11-07,20,69.5,75,1,1.5
2021,17,133,崎山湾（西表島西部）周辺,波照間石,2021-10-24,50,76.5,63.5,2,1.5
2021,17,134,崎山湾（西表島西部）周辺,鹿川湾中ノ瀬①,2021-10-24,40,75,,0,
2021,17,135,崎山湾（西表島西部）周辺,鹿川湾中ノ瀬②,2021-10-24,50,77.5,80,2,1.5
2021,17,136,崎山湾（西表島西部）周辺,サザレ浜礁縁,2021-10-24,40,60.5,60.5,1.5,1.5
2021,17,137,崎山湾（西表島西部）周辺,豊原沖礁縁,2021-10-24,10,62.5,55,2,1.5
2021,17,138,崎山湾（西表島西部）周辺,船浮崎前,2021-11-07,40,80,78.5,1.5,1
2021,17,139,崎山湾（西表島西部）周辺,外パナリ南礁縁,2021-11-07,20,32.5,27.5,1,1
2021,17,141,崎山湾（西表島西部）周辺,鳩間島東礁縁,2021-11-04,70,15.5,15.5,1,1
2021,17,142,崎山湾（西表島西部）周辺,鳩間島北礁縁,2021-11-04,70,13.5,18,1,1
2021,18,1,父島周辺,兄島・滝之浦,2022-01-18,50,1>,1>,1>,1>
2021,18,2,父島周辺,兄島・キャベツビーチ,2022-01-19,60,1>,1>,1>,1>
2021,18,3,父島周辺,兄島・水玉湾西側,2022-01-18,70,1>,1>,1>,1>
2021,18,4,父島周辺,父島・宮之浜,2022-01-18,70,1>,1>,1>,1>
2021,18,5,父島周辺,父島・釣浜,2022-01-19,60,1>,0,1>,0
2021,18,6,父島周辺,父島・初寝浦,2022-01-18,30,1>,1>,1>,1>
2021,18,7,父島周辺,父島・巽東海岸,2022-01-18,30,1>,0,0,0
2021,18,8,父島周辺,父島・巽中海岸,2022-01-18,60,1>,1>,1>,1>
2021,18,9,父島周辺,父島（属）・南島サンゴ池,2022-01-17,30,1>,1>,1>,1>
2021,18,10,父島周辺,父島・コペペ海岸,2022-01-17,30,1>,1>,1>,1>
2021,18,11,父島周辺,父島・野羊山内側,2022-01-17,20,1>,0,0,0
2021,18,12,父島周辺,父島・二見湾奥,2022-01-17,70,5>,1>,5>,1>
2021,19,1,館山（房総）,沖の島①,2021-10-28,2.5,0,0,0,0
2021,19,2,館山（房総）,沖の島②,2021-11-04,2.5,0,0,0,0
2021,19,3,館山（房総）,坂田①,2021-11-04,2.5,0,0,0,0
2021,19,4,館山（房総）,坂田②,2021-11-04,2.5,0,0,0,0
2021,19,5,館山（房総）,雀島,2021-11-30,2.5,0,0,0,0
2021,19,6,館山（房総）,坂田③,2021-11-18,10,0,0,0,0
2021,21,1,串本周辺,通夜島,2021-12-06,2.5,0,0,0,0
2021,21,2,串本周辺,住崎,2022-01-09,50,0,0,0,0
2021,21,3,串本周辺,ｸﾞﾗｽﾜｰﾙﾄﾞ①,2022-01-09,20,0,0,0,0
2021,21,4,串本周辺,ｸﾞﾗｽﾜｰﾙﾄﾞ②,2021-12-28,10,0,0,0,0
2021,21,5,串本周辺,砥崎,2021-12-28,70,0,0,0,0
2021,21,6,串本周辺,高富湾奥,2021-12-05,20,0,0,0,0
2021,21,7,串本周辺,1号地,2021-12-05,10,0,0,0,0
2021,21,8,串本周辺,2号地,2022-01-09,50,5>,5>,1>,1>
2021,21,9,串本周辺,3号地,2021-12-07,40,0,0,0,0
2021,21,11,串本周辺,展望塔前,2021-12-15,20,0,0,0,0
2021,21,12,串本周辺,有田湾奥,2021-12-13,10,0,0,0,0
2021,21,13,串本周辺,双島①,2021-12-11,60,0,0,0,0
2021,21,14,串本周辺,双島②,2021-07-10,20,0,0,0,0
2021,21,15,串本周辺,下浅地,2021-12-07,70,0,0,0,0
2021,21,16,串本周辺,笹野島(二木島海中公園1号地区),2021-12-17,10,0,0,0,0
2021,21,18,串本周辺,"紀伊大島
ゾウバナ",2021-12-15,60,0,0,0,0
2021,22,1,四国南西岸(宇和海～足摺岬),須ノ川,2021-10-19,30,0,0,0,0
2021,22,2,四国南西岸(宇和海～足摺岬),宇和海7号地・鹿島,2021-11-05,2.5,0,0,0,0
2021,22,3,四国南西岸(宇和海～足摺岬),天嶬鼻,2021-11-18,10,0,0,0,0
2021,22,4,四国南西岸(宇和海～足摺岬),白浜,2021-11-18,30,0,0,0,0
2021,22,5,四国南西岸(宇和海～足摺岬),黒崎,2021-11-18,10,0,0,0,0
2021,22,6,四国南西岸(宇和海～足摺岬),網代,2021-11-18,30,0,0,0,0
2021,22,7,四国南西岸(宇和海～足摺岬),柏島,2021-05-16,50,0,0,0,0
2021,22,8,四国南西岸(宇和海～足摺岬),沖ノ島・トリノクビ,2022-01-15,20,0,0,0,0
2021,22,9,四国南西岸(宇和海～足摺岬),沖ノ島・三ツ碆,2022-01-22,2.5,0,0,0,0
2021,22,10,四国南西岸(宇和海～足摺岬),尻貝海中公園,2021-10-18,30,<5,0,0,0
2021,22,11,四国南西岸(宇和海～足摺岬),樫西1号地・西泊,2021-10-18,20,<5,<5,0,0
2021,22,12,四国南西岸(宇和海～足摺岬),竜串1号地･爪白,2021-10-21,30,0,0,0,0
2021,22,13,四国南西岸(宇和海～足摺岬),竜串2号地・竜串西,2021-10-21,30,<5,<5,0,0
2021,22,14,四国南西岸(宇和海～足摺岬),竜串2号地・竜串,2021-10-21,20,0,0,0,0
2021,22,15,四国南西岸(宇和海～足摺岬),竜串3号地・大碆,2021-10-21,30,<5,<5,0,0
2021,22,16,四国南西岸(宇和海～足摺岬),大村碆,2021-10-21,2.5,0,0,0,0
2021,22,17,四国南東岸(協力地点）,奈半利10号堤　内側,2021-11-21,10,<5,<5,0,0
2021,22,18,四国南東岸(協力地点）,奈半利7号堤　外側,2021-11-21,30,0,0,0,0
2021,22,19,四国南東岸(協力地点）,奈半利5号堤　内側,2021-11-21,20,0,0,0,0
2021,22,20,四国南東岸(協力地点）,田野2号堤　内側,2021-11-21,2.5,0,0,0,0
2021,22,21,四国南東岸(協力地点）,金目,2021-10-19,50,0,0,0,0
2021,22,22,四国南東岸(協力地点）,竹ヶ島1号地東側,2021-10-19,30,0,0,0,0
2021,22,23,四国南東岸(協力地点）,竹ヶ島1号地西側（ＷB）,2021-10-19,30,0,0,0,0
2021,22,24,四国南東岸(協力地点）,竹ヶ島2号地竹ヶ島,2021-10-19,20,0,0,0,0
2021,22,25,四国南東岸(協力地点）,竹ヶ島2号地二子島（ｂ）,2021-10-19,10,0,0,0,0
2021,22,32,土佐湾内(協力地点）,大手の浜・灯台下,2021-08-03,2.5,<5,0,0,0
2021,22,33,土佐湾内(協力地点）,大手の浜・海風荘下,2021-08-03,10,0,0,0,0
2021,22,34,土佐湾内(協力地点）,塩屋海岸,2021-08-03,20,0,0,0,0
2021,22,35,四国東岸(協力地点）,中崎,2021-10-30,60,0,0,0,0
2021,22,36,四国東岸(協力地点）,中磯,2021-10-30,20,0,0,0,0
2021,22,37,四国東岸(協力地点）,葛島,2021-10-30,30,0,0,0,0
2021,22,38,四国東岸(協力地点）,葛島東,2021-10-30,20,0,0,0,0
2021,23,1,鹿児島県南部沿岸,身代湾入口,2022-01-09,10,0,0,0,0
2021,23,2,鹿児島県南部沿岸,観音崎東,2022-01-09,2.5,0,0,0,0
2021,23,4,鹿児島県南部沿岸,神瀬,2022-01-09,2.5,0,0,0,0
2021,23,5,鹿児島県南部沿岸,袴越海中公園,2021-12-11,10,<5,0,0,0
2021,23,6,鹿児島県南部沿岸,佐多岬海中公園・岬側,2021-11-13,60,<5,0,0,0
2021,23,7,鹿児島県南部沿岸,佐多岬海中公園・ビロウ島,2021-11-13,30,<5,0,0,0
2021,23,9,鹿児島県南部沿岸,赤水大龍 権現,2021-12-12,2.5,0,0,0,0
2021,23,10,鹿児島県南部沿岸,坊津・塩ケ浦,2021-12-12,2.5,<5,0,0,0
2021,23,11,鹿児島県南部沿岸,坊津・馬込浜その1,2021-10-24,2.5,<5,0,0,0
2021,23,12,鹿児島県南部沿岸,坊津・馬込浜その2,2021-10-24,2.5,<5,0,0,0
2021,23,13,鹿児島県南部沿岸,坊津・平崎集会場下,2021-12-22,2.5,0,0,0,0
2021,23,14,鹿児島県南部沿岸,坊津・田平,2021-12-22,2.5,0,0,0,0
2021,23,15,鹿児島県南部沿岸,笠沙町・大当,2021-12-16,60,0,0,0,0
2021,23,16,鹿児島県南部沿岸,阿久根・桑島,2021-12-23,50,0,0,0,0
2021,23,17,鹿児島県南部沿岸,長島・多々羅島,2021-12-23,30,0,0,0,0
2021,23,18,鹿児島県南部沿岸,東町・加世堂湾,2021-12-23,2.5,0,0,0,0
2021,24,1,天草周辺,富岡海中公園１号、つつま瀬,2021-10-15,10,0,0,0,0
2021,24,2,天草周辺,富岡海中公園２号、白岩崎,2021-10-15,20,0,0,0,0
2021,24,3,天草周辺,天草海中公園、大ガ瀬,2021-10-15,40,0,0,0,0
2021,24,4,天草周辺,天草海中公園、大ガ瀬対岸,2021-10-15,10,0,0,0,0
2021,24,5,天草周辺,天草海中公園、桑島,2021-10-08,20,5,5,0,0
2021,24,6,天草周辺,茂串（白浜）,2021-10-27,10,0,0,0,0
2021,24,7,天草周辺,大島北,2021-10-08,30,5,5,0,0
2021,24,8,天草周辺,牛深海中公園１号、鶴崎,2021-10-08,30,5,5,0,0
2021,24,9,天草周辺,大島港西,2021-10-08,20,5,5,0,0
2021,24,10,天草周辺,片島,2021-10-27,50,5,5,0,0
2021,24,11,天草周辺,春這,2021-10-22,80,0,0,0,0
2021,24,12,天草周辺,平瀬,2021-10-27,70,0,0,0,0
2021,24,13,天草周辺,牛深海中公園３号、築ノ島,2021-10-22,30,5,5,0,0
2021,24,14,天草周辺,牛深海中公園４号、法ヶ島南側,2021-10-22,20,5,5,0,0
2021,24,15,天草周辺,片島南,2021-10-27,10,5,5,0,0
2021,26,1,田辺周辺,天神崎ビーチ,2021-12-16,30,0,0,0,0
2021,26,2,田辺周辺,沖島サンマリンコーラルガーデン,2022-01-11,5,0,0,0,0
2021,26,3,田辺周辺,沖島エトセトラコーラルガーデン,2022-01-11,2.5,0,0,0,0
2021,26,4,田辺周辺,ニシザキサンゴ真ん中,2022-01-11,10,0,0,0,0
2021,26,5,田辺周辺,四双島南,2021-12-16,2.5,0,0,0,0
2021,26,6,田辺周辺,権現崎,2021-12-16,2.5,0,0,0,0
2021,26,7,田辺周辺,すさみビーチ,2021-12-21,60,0,0,0,0
