fiscal_year,site_no,spot_no,survey_date,coral_cover,bleaching_all,bleaching_acropora,mortality_all,mortality_acropora
2020,1,1,2020-11-06,,0.0,0.0,0.0,0.0
2020,1,2,2020-11-06,,0.0,0.0,0.0,0.0
2020,1,3,2020-10-26,,0.0,0.0,0.0,0.0
2020,1,4,2020-10-26,,0.0,0.0,0.0,0.0
2020,1,5,2020-10-26,,0.0,0.0,0.0,0.0
2020,1,6,2020-10-26,,0.0,0.0,0.0,0.0
2020,1,7,2020-10-28,,0.0,0.0,0.0,0.0
2020,1,8,2020-10-28,,0.0,0.0,0.0,0.0
2020,1,9,2020-10-28,,0.0,0.0,0.0,0.0
2020,1,10,2020-12-22,,0.0,0.0,0.0,0.0
2020,1,11,2020-12-22,,0.0,0.0,0.0,0.0
2020,1,12,2020-12-29,,0.0,0.0,0.0,0.0
2020,1,13,2020-12-29,,0.0,0.0,0.0,0.0
2020,1,16,2020-11-11,,0.0,0.0,0.0,0.0
2020,1,17,2020-10-29,,0.0,0.0,0.0,0.0
2020,1,18,2020-10-29,,0.0,0.0,0.0,0.0
2020,1,19,2020-10-29,,0.0,0.0,0.0,0.0
2020,1,20,2020-11-11,,0.0,0.0,0.0,0.0
2020,3,1,2020-11-17,40.0,0.0,0.0,0.0,0.0
2020,3,2,2020-09-14,30.0,50.0,50.0,0.0,0.0
2020,3,3,2020-09-14,80.0,0.0,0.0,0.0,0.0
2020,3,4,2020-08-15,2.5,0.0,0.0,0.0,0.0
2020,3,5,2020-09-14,2.5,0.0,0.0,0.0,0.0
2020,3,6,2020-11-25,80.0,0.0,0.0,0.0,0.0
2020,3,7,2020-11-25,30.0,0.0,0.0,0.0,0.0
2020,3,8,2020-09-11,2.5,0.0,50.0,0.0,0.0
2020,3,9,2020-10-22,30.0,0.0,0.0,0.0,0.0
2020,3,10,2020-10-22,30.0,0.0,0.0,0.0,0.0
2020,3,11,2020-09-09,20.0,50.0,50.0,0.0,0.0
2020,3,12,2020-08-29,60.0,0.0,0.0,0.0,0.0
2020,3,13,2020-09-25,20.0,0.0,0.0,0.0,0.0
2020,3,14,2020-09-25,70.0,0.0,0.0,0.0,0.0
2020,3,15,2020-08-22,60.0,30.0,30.0,0.0,0.0
2020,4,1,2020-09-27,20.0,50.0,0.0,0.0,0.0
2020,4,2,2020-09-08,20.0,0.5,10.0,0.5,0.5
2020,4,3,2020-09-27,40.0,0.5,0.0,0.5,0.0
2020,4,4,2020-09-27,20.0,0.0,0.0,0.0,0.0
2020,4,5,2020-09-08,10.0,0.5,45.0,0.5,0.5
2020,4,6,2020-09-08,20.0,0.0,0.0,0.0,0.0
2020,4,7,2021-01-11,20.0,0.0,0.0,0.0,0.0
2020,4,8,2021-01-11,10.0,0.0,0.0,0.0,0.0
2020,4,9,2021-01-11,20.0,0.0,0.0,0.0,0.0
2020,4,10,2021-01-11,10.0,0.0,0.0,0.0,0.0
2020,4,11,2021-01-11,10.0,0.0,0.0,0.0,0.0
2020,4,12,2021-01-11,10.0,0.0,0.0,0.0,0.0
2020,4,13,2021-01-11,30.0,0.0,0.0,0.0,0.0
2020,4,15,2021-01-11,20.0,0.0,0.0,0.0,0.0
2020,4,16,2020-09-19,10.0,0.0,0.0,0.0,0.0
2020,4,17,2020-12-13,50.0,0.0,0.0,0.0,0.0
2020,4,18,2020-12-13,50.0,0.0,0.0,0.0,0.0
2020,4,19,2020-12-13,30.0,0.0,0.0,0.0,0.0
2020,4,20,2020-12-13,20.0,0.0,0.0,0.0,0.0
2020,4,21,2020-12-13,40.0,0.0,0.0,0.0,0.0
2020,4,22,2020-12-13,50.0,0.0,0.0,0.0,0.0
2020,4,23,2020-09-19,10.0,2.5,0.0,0.0,0.0
2020,4,24,2020-09-19,50.0,0.0,0.0,0.0,0.0
2020,4,25,2020-09-19,60.0,0.0,0.0,0.0,0.0
2020,4,27,2020-12-13,70.0,0.0,0.0,0.0,0.0
2020,4,28,2020-09-19,70.0,4.0,35.0,0.0,0.0
2020,4,33,2020-09-27,50.0,0.5,50.0,0.0,0.0
2020,4,39,2020-09-19,60.0,2.5,0.0,0.5,0.0
2020,4,40,2021-01-11,60.0,0.0,0.0,0.0,0.0
2020,4,42,2021-01-11,,0.0,0.0,0.0,0.0
2020,4,43,2020-12-13,,0.0,0.0,0.0,0.0
2020,5,1,2020-09-27,40.0,0.0,0.0,0.0,0.0
2020,5,4,2021-01-14,50.0,10.0,45.0,2.5,2.5
2020,5,5,2021-01-14,60.0,0.0,0.0,0.0,0.0
2020,5,6,2021-01-14,40.0,5.0,40.0,2.5,5.0
2020,5,7,2021-01-14,50.0,0.0,0.0,0.0,0.0
2020,5,8,2021-01-14,30.0,0.0,0.0,0.0,0.0
2020,5,9,2021-01-14,20.0,0.0,0.0,0.0,0.0
2020,5,10,2020-11-07,40.0,0.0,0.0,0.0,0.0
2020,5,12,2020-11-07,20.0,0.0,0.0,0.0,0.0
2020,5,13,2021-01-21,20.0,1.5,1.5,0.0,0.0
2020,5,14,2020-11-07,40.0,0.0,0.0,0.0,0.0
2020,5,15,2020-09-08,10.0,5.0,0.0,0.0,0.0
2020,5,16,2021-01-16,50.0,0.0,0.0,0.0,0.0
2020,5,17,2020-09-17,60.0,0.0,0.0,0.0,0.0
2020,5,18,2020-09-17,70.0,0.0,0.0,0.0,0.0
2020,5,19,2020-09-17,60.0,0.0,0.0,0.0,0.0
2020,5,20,2020-09-17,60.0,0.0,0.0,0.0,0.0
2020,5,21,2020-10-28,60.0,0.5,50.0,0.0,0.0
2020,5,23,2020-10-28,50.0,0.0,0.0,0.0,0.0
2020,5,24,2020-09-29,30.0,0.0,0.0,0.0,0.0
2020,5,25,2020-09-29,50.0,0.0,0.0,0.0,0.0
2020,5,26,2020-09-29,50.0,0.0,0.0,0.0,0.0
2020,5,27,2020-09-29,70.0,0.0,0.0,0.0,0.0
2020,5,28,2020-09-29,20.0,1.5,65.0,0.5,0.0
2020,5,29,2020-09-29,70.0,0.0,0.0,0.0,0.0
2020,5,31,2020-09-27,20.0,0.5,0.0,0.0,0.0
2020,5,32,2020-09-08,10.0,35.0,5.0,1.5,0.5
2020,5,33,2020-09-08,20.0,2.5,5.0,0.5,0.5
2020,5,40,2020-10-28,,0.0,0.0,0.0,0.0
2020,5,43,2020-09-08,20.0,0.5,60.0,0.5,0.5
2020,5,44,2021-01-21,30.0,10.0,45.0,0.5,2.5
2020,5,45,2021-01-14,70.0,0.0,0.0,0.0,0.0
2020,6,1,2020-10-28,80.0,0.0,0.0,0.0,0.0
2020,6,2,2020-10-28,60.0,0.0,0.0,0.0,0.0
2020,6,3,2020-10-28,60.0,0.0,0.0,0.0,0.0
2020,6,4,2020-10-28,50.0,0.0,0.0,0.0,0.0
2020,6,5,2020-10-28,60.0,0.0,0.0,0.0,0.0
2020,7,1,2020-10-03,30.0,0.0,0.0,0.0,0.0
2020,7,2,2020-10-03,10.0,0.0,0.0,0.0,0.0
2020,7,3,2020-10-04,30.0,0.0,0.0,0.0,0.0
2020,7,4,2020-11-07,30.0,0.0,0.0,0.0,0.0
2020,7,5,2020-11-07,30.0,0.0,0.0,0.0,0.0
2020,7,6,2020-09-19,40.0,2.5,0.0,0.0,0.0
2020,7,7,2020-11-07,50.0,0.0,0.0,0.0,0.0
2020,7,8,2020-09-19,20.0,0.0,0.0,0.0,0.0
2020,7,9,2020-09-19,30.0,0.0,0.0,0.0,0.0
2020,7,10,2020-10-04,20.0,0.0,0.0,0.0,0.0
2020,7,11,2020-10-03,40.0,2.5,0.0,0.0,0.0
2020,7,12,2020-10-03,30.0,2.5,0.0,0.0,0.0
2020,9,1,2020-11-22,40.0,0.0,0.0,0.0,0.0
2020,9,2,2020-09-19,30.0,0.0,0.0,0.0,0.0
2020,9,3,2020-09-19,10.0,0.5,0.5,0.5,0.5
2020,9,4,2020-12-19,30.0,0.0,0.0,0.0,0.0
2020,9,5,2020-10-04,5.0,10.0,20.0,0.0,0.0
2020,9,6,2020-10-04,5.0,0.0,0.0,0.0,0.0
2020,9,7,2020-10-04,20.0,5.0,10.0,0.5,0.5
2020,9,8,2020-12-19,20.0,2.5,0.0,0.0,0.0
2020,9,9,2020-09-19,20.0,0.5,0.5,0.5,0.5
2020,9,10,2020-09-19,40.0,0.0,0.0,0.0,0.0
2020,10,1,2020-11-22,5.0,0.0,0.0,0.0,0.0
2020,10,2,2020-11-22,20.0,0.0,0.0,0.0,0.0
2020,10,3,2020-11-22,10.0,0.0,0.0,0.0,0.0
2020,10,4,2020-11-22,10.0,0.0,0.0,0.0,0.0
2020,11,1,2020-10-05,2.5,0.0,0.0,0.0,0.0
2020,11,2,2020-10-05,30.0,0.0,0.0,0.0,0.0
2020,11,3,2020-10-05,2.5,0.0,0.0,0.0,0.0
2020,11,4,2020-10-05,2.5,0.0,0.0,0.0,0.0
2020,11,5,2020-10-05,60.0,0.0,0.0,0.0,0.0
2020,11,6,2020-10-05,60.0,0.0,0.0,0.0,0.0
2020,11,7,2020-10-05,30.0,0.0,0.0,0.0,0.0
2020,11,8,2020-10-05,40.0,0.0,0.0,0.0,0.0
2020,11,9,2020-10-05,10.0,0.0,0.0,0.0,0.0
2020,11,10,2020-11-02,10.0,0.0,0.0,0.0,0.0
2020,11,11,2020-11-02,0.5,0.0,0.0,0.0,0.0
2020,11,12,2020-11-02,40.0,0.0,0.0,0.0,0.0
2020,11,13,2020-11-02,10.0,0.0,0.0,0.0,0.0
2020,11,14,2020-11-02,2.5,0.0,0.0,0.0,0.0
2020,11,15,2020-11-02,0.5,0.0,0.0,0.0,0.0
2020,11,16,2020-11-02,20.0,0.0,0.0,0.0,0.0
2020,11,17,2020-11-02,70.0,0.0,0.0,0.0,0.0
2020,11,18,2020-11-02,2.5,0.0,0.0,0.0,0.0
2020,11,19,2020-11-22,60.0,0.0,0.0,0.0,0.0
2020,11,20,2020-11-22,10.0,0.0,0.0,0.0,0.0
2020,11,21,2020-11-22,10.0,0.0,0.0,2.5,0.0
2020,11,22,2020-11-22,2.5,0.0,0.0,0.0,0.0
2020,11,23,2020-11-22,10.0,0.0,0.0,0.0,0.0
2020,11,24,2020-11-22,60.0,0.0,0.0,0.0,0.0
2020,11,25,2020-11-22,20.0,0.0,0.0,0.0,0.0
2020,11,26,2020-11-22,10.0,0.0,0.0,0.0,0.0
2020,11,27,2020-11-22,70.0,0.0,0.0,0.0,0.0
2020,11,28,2020-11-22,30.0,0.0,0.0,0.0,0.0
2020,11,29,2020-11-22,40.0,0.0,0.0,0.0,0.0
2020,11,30,2020-11-06,40.0,0.0,0.0,0.0,0.0
2020,11,31,2020-11-06,50.0,0.0,0.0,0.0,0.0
2020,11,32,2020-11-06,20.0,0.0,0.0,0.0,0.0
2020,11,33,2020-11-06,10.0,0.0,0.0,0.0,0.0
2020,12,1,2020-11-06,0.5,0.0,0.0,0.0,0.0
2020,12,2,2020-11-06,2.5,0.0,0.0,0.0,0.0
2020,12,3,2020-11-06,2.5,0.0,0.0,0.0,0.0
2020,12,4,2020-11-06,2.5,0.0,0.0,0.0,0.0
2020,12,5,2020-11-06,40.0,0.0,0.0,0.0,0.0
2020,12,6,2020-11-06,0.5,0.0,0.0,0.0,0.0
2020,12,7,2020-11-17,2.5,0.0,0.0,0.0,0.0
2020,12,8,2020-11-17,20.0,0.0,0.0,0.0,0.0
2020,12,9,2020-11-17,10.0,0.0,0.0,0.0,0.0
2020,12,10,2020-11-17,20.0,0.0,0.0,0.0,0.0
2020,12,11,2020-11-17,10.0,0.0,0.0,0.0,0.0
2020,12,12,2020-11-17,50.0,0.0,0.0,0.0,0.0
2020,12,13,2020-11-17,40.0,0.0,0.0,0.0,0.0
2020,12,14,2020-11-17,30.0,0.0,0.0,0.0,0.0
2020,12,15,2020-11-17,30.0,0.0,0.0,0.0,0.0
2020,12,16,2020-12-07,60.0,0.0,0.0,0.0,0.0
2020,12,17,2020-11-07,40.0,0.0,0.0,0.0,0.0
2020,12,18,2020-11-15,60.0,0.0,0.0,0.0,0.0
2020,12,19,2020-11-15,20.0,0.0,0.0,0.0,0.0
2020,12,20,2020-11-15,50.0,0.0,0.0,0.0,0.0
2020,12,21,2020-11-15,10.0,0.0,0.0,0.0,0.0
2020,12,22,2020-11-15,2.5,0.0,0.0,0.0,0.0
2020,12,23,2020-11-15,0.5,0.0,0.0,0.0,0.0
2020,12,24,2020-11-15,60.0,0.0,0.0,0.0,0.0
2020,12,25,2020-11-15,10.0,0.0,0.0,0.0,0.0
2020,12,26,2020-11-15,0.5,0.0,0.0,0.0,0.0
2020,12,27,2020-11-07,20.0,0.0,0.0,0.0,0.0
2020,12,28,2020-11-07,30.0,0.0,0.0,0.0,0.0
2020,12,29,2021-01-25,20.0,0.0,0.0,0.0,0.0
2020,12,30,2021-01-25,20.0,0.0,0.0,0.0,0.0
2020,12,31,2021-01-25,30.0,0.0,0.0,0.0,0.0
2020,12,32,2021-01-25,10.0,0.0,0.0,0.0,0.0
2020,12,33,2020-12-23,30.0,0.0,0.0,0.0,0.0
2020,12,34,2020-12-23,10.0,0.0,0.0,0.0,0.0
2020,12,35,2020-11-21,10.0,0.0,0.0,0.0,0.0
2020,12,36,2020-12-23,20.0,0.0,0.0,0.0,0.0
2020,12,37,2020-11-21,10.0,0.0,0.0,0.0,0.0
2020,12,38,2020-12-17,2.5,0.0,0.0,0.0,0.0
2020,12,39,2020-12-17,10.0,0.0,0.0,0.0,0.0
2020,12,40,2020-12-17,70.0,0.0,0.0,0.0,0.0
2020,12,41,2020-11-21,10.0,0.0,0.0,0.0,0.0
2020,12,42,2020-11-21,20.0,0.0,0.0,0.0,0.0
2020,12,43,2020-11-06,2.5,0.0,0.0,0.0,0.0
2020,12,44,2020-11-06,50.0,0.0,0.0,0.0,0.0
2020,13,27,2020-11-15,10.0,22.0,22.5,1.0,0.5
2020,13,28,2020-11-15,40.0,36.5,26.5,1.5,1.5
2020,13,31,2020-11-15,60.0,29.5,31.0,2.0,3.5
2020,13,32,2020-11-15,2.5,12.5,7.5,0.0,0.0
2020,13,35,2020-11-06,50.0,27.5,32.0,0.0,0.5
2020,13,36,2020-11-08,60.0,22.5,23.5,1.0,1.0
2020,13,42,2020-11-13,20.0,52.5,40.0,1.0,1.5
2020,13,43,2020-11-13,20.0,45.0,45.0,1.5,1.5
2020,13,44,2020-11-13,10.0,39.5,42.0,1.0,1.0
2020,13,49,2020-11-08,10.0,29.0,24.5,2.5,3.0
2020,13,50,2020-11-07,10.0,15.25,17.75,0.75,0.75
2020,13,51,2020-11-18,2.5,23.5,20.5,0.5,0.5
2020,13,52,2020-11-18,10.0,30.0,22.5,1.0,1.0
2020,13,53,2020-11-18,20.0,35.0,32.0,1.0,1.0
2020,13,62,2020-11-06,50.0,25.5,25.0,1.5,2.0
2020,13,63,2020-11-06,50.0,24.5,29.5,2.0,2.5
2020,13,64,2020-11-06,50.0,20.5,21.0,5.0,3.5
2020,13,65,2020-11-06,70.0,23.5,28.5,1.0,1.0
2020,13,67,2020-11-13,20.0,52.5,47.5,1.0,1.0
2020,13,68,2020-11-15,20.0,27.5,22.5,1.0,1.0
2020,13,71,2020-10-28,40.0,20.0,15.0,1.5,1.5
2020,13,72,2020-10-28,50.0,25.0,18.5,1.0,1.0
2020,13,73,2020-10-28,30.0,21.0,12.5,1.0,1.0
2020,13,74,2020-10-28,20.0,23.0,17.0,1.5,1.5
2020,13,75,2020-11-07,40.0,24.0,15.5,1.0,2.0
2020,13,110,2020-11-15,10.0,22.0,19.5,1.0,1.0
2020,13,112,2020-11-13,20.0,40.0,30.0,1.0,1.0
2020,13,116,2020-10-28,40.0,29.0,28.0,6.0,7.0
2020,14,46,2020-11-01,2.5,62.5,55.0,1.5,1.0
2020,14,47,2020-11-13,2.5,67.5,37.5,1.0,1.0
2020,14,54,2020-11-18,10.0,40.0,20.0,1.0,1.0
2020,14,76,2020-11-18,10.0,27.5,27.5,1.0,1.0
2020,14,77,2020-11-16,10.0,72.5,67.0,1.0,1.0
2020,14,78,2020-11-12,2.5,70.0,72.5,1.0,1.0
2020,14,79,2020-10-30,2.5,75.0,77.5,2.5,2.5
2020,14,80,2020-11-12,10.0,74.0,65.0,1.5,0.5
2020,14,81,2020-11-12,2.5,42.5,50.0,1.0,1.0
2020,14,82,2020-11-12,10.0,40.0,32.0,1.0,1.0
2020,14,83,2020-11-12,2.5,64.5,60.0,1.0,0.5
2020,14,84,2020-10-30,20.0,70.0,69.5,1.5,2.5
2020,14,87,2020-11-18,20.0,39.0,30.0,1.0,1.0
2020,14,88,2020-11-16,10.0,22.0,17.0,1.0,1.0
2020,14,89,2020-11-21,2.5,81.5,88.0,3.5,2.0
2020,14,90,2020-11-21,2.5,52.5,30.0,1.0,1.0
2020,14,93,2020-10-30,2.5,70.0,70.0,1.0,1.0
2020,14,109,2020-11-20,2.5,66.0,62.5,1.0,1.0
2020,14,114,2020-11-20,10.0,69.5,69.5,1.5,1.5
2020,14,115,2020-11-12,10.0,76.0,73.0,1.5,1.0
2020,15,4,2020-11-02,2.5,90.0,95.0,1.0,1.0
2020,15,5,2020-11-02,2.5,85.0,82.5,1.0,1.0
2020,15,19,2020-11-02,10.0,72.5,72.5,1.0,1.0
2020,15,20,2020-11-02,10.0,76.5,66.5,1.0,1.0
2020,15,22,2020-11-08,10.0,63.5,43.0,2.0,0.5
2020,15,23,2020-11-05,2.5,20.0,27.5,0.0,0.0
2020,15,24,2020-11-05,10.0,55.0,50.0,1.0,0.5
2020,15,25,2020-11-05,10.0,30.0,30.0,0.0,0.0
2020,15,37,2020-11-06,40.0,30.0,23.5,1.5,1.5
2020,15,38,2020-11-02,10.0,65.0,60.5,1.0,1.5
2020,15,39,2020-11-08,20.0,69.5,27.5,2.0,0.5
2020,15,40,2020-11-05,20.0,44.5,47.0,1.0,0.5
2020,15,41,2020-11-05,20.0,45.0,49.0,1.0,1.0
2020,15,58,2020-10-31,40.0,70.0,74.5,1.5,1.5
2020,15,59,2020-10-31,70.0,70.0,70.0,1.0,1.0
2020,15,60,2020-10-31,70.0,76.5,79.0,1.0,1.0
2020,15,61,2020-10-31,10.0,75.0,0.0,0.0,
2020,15,66,2020-11-08,20.0,35.0,34.5,1.5,2.5
2020,15,104,2020-10-31,10.0,50.5,34.5,1.5,0.5
2020,15,106,2020-11-02,20.0,72.0,67.0,1.0,1.5
2020,15,107,2020-11-08,50.0,30.0,27.0,1.5,2.0
2020,15,108,2020-11-08,60.0,36.0,38.5,6.5,7.0
2020,15,111,2020-11-05,20.0,34.5,34.0,0.5,1.0
2020,15,113,2020-10-31,30.0,85.5,82.5,1.5,1.5
2020,16,1,2020-10-26,2.5,71.5,76.5,2.0,1.5
2020,16,2,2020-10-30,20.0,75.0,74.5,1.5,1.5
2020,16,3,2020-10-30,10.0,82.0,81.5,2.0,2.5
2020,16,6,2020-11-01,10.0,73.5,53.5,1.0,2.0
2020,16,7,2020-11-17,40.0,69.5,67.0,2.0,1.5
2020,16,8,2020-11-17,10.0,54.0,51.0,3.5,4.0
2020,16,9,2020-11-17,40.0,28.5,30.0,1.5,2.0
2020,16,10,2020-11-17,30.0,23.5,28.0,2.0,0.5
2020,16,11,2020-11-01,2.5,68.0,72.0,1.0,0.5
2020,16,12,2020-10-27,20.0,78.0,76.0,3.0,2.5
2020,16,13,2020-10-27,10.0,76.0,80.0,4.0,5.0
2020,16,14,2020-10-27,2.5,79.0,64.5,3.5,5.5
2020,16,15,2020-10-27,10.0,87.5,85.5,3.5,3.0
2020,16,16,2020-11-01,2.5,66.0,58.5,6.0,10.0
2020,16,17,2020-11-01,10.0,76.0,58.5,1.5,2.0
2020,16,45,2020-10-30,10.0,81.5,74.0,2.0,2.0
2020,16,69,2020-11-17,20.0,22.5,22.5,1.5,2.0
2020,16,70,2020-11-17,10.0,40.5,35.5,1.0,2.0
2020,16,85,2020-11-01,40.0,67.5,59.5,1.5,1.0
2020,16,94,2020-10-26,20.0,81.0,84.5,5.0,4.0
2020,16,95,2020-10-26,30.0,74.5,79.0,2.5,2.0
2020,16,96,2020-10-26,10.0,74.0,77.5,2.0,1.0
2020,16,97,2020-10-26,2.5,72.0,70.5,2.0,0.5
2020,16,98,2020-10-26,20.0,76.5,79.5,4.0,3.5
2020,16,99,2020-10-26,30.0,85.0,85.0,4.0,3.0
2020,16,100,2020-10-26,10.0,78.0,78.0,3.5,3.0
2020,16,101,2020-10-27,10.0,84.5,78.0,4.0,7.5
2020,16,102,2020-10-27,10.0,83.5,88.0,2.0,3.5
2020,16,103,2020-10-25,10.0,78.5,81.0,5.0,5.0
2020,16,105,2020-10-26,20.0,78.0,78.0,5.0,5.0
2020,17,120,2020-10-28,40.0,23.0,17.5,2.0,2.5
2020,17,121,2020-10-28,40.0,29.0,24.0,1.5,1.5
2020,17,122,2020-10-29,50.0,46.5,46.5,3.5,3.5
2020,17,123,2020-10-28,2.5,17.5,20.0,1.0,1.0
2020,17,124,2020-10-28,20.0,20.5,18.0,1.0,1.0
2020,17,125,2020-10-28,30.0,18.5,21.0,1.5,1.5
2020,17,126,2020-10-29,60.0,30.0,31.0,3.0,4.0
2020,17,127,2020-10-29,30.0,75.0,87.5,0.0,7.5
2020,17,129,2020-10-29,90.0,2.5,0.0,0.0,
2020,17,130,2020-11-07,60.0,59.5,64.5,3.0,3.0
2020,17,131,2020-11-07,30.0,40.0,0.0,60.0,
2020,17,132,2020-11-07,20.0,85.0,80.0,1.0,1.0
2020,17,133,2020-10-25,40.0,85.0,80.0,5.0,5.0
2020,17,134,2020-10-25,30.0,30.0,0.0,0.0,
2020,17,135,2020-10-25,40.0,81.0,82.5,4.0,5.0
2020,17,136,2020-10-25,30.0,77.5,77.5,5.0,5.0
2020,17,137,2020-10-25,20.0,87.5,87.5,5.0,5.0
2020,17,138,2020-10-29,30.0,80.0,85.0,10.0,10.0
2020,17,139,2020-10-29,10.0,46.0,38.5,4.0,4.0
2020,17,141,2020-10-28,50.0,26.5,18.0,1.5,1.0
2020,17,142,2020-10-28,30.0,25.5,18.0,2.0,2.0
2020,17,1261,2020-10-29,50.0,10.0,0.0,0.0,
2020,17,1271,2020-10-29,30.0,82.5,90.0,5.0,5.0
2020,18,1,2020-11-12,50.0,0.5,0.0,0.0,0.0
2020,18,2,2020-11-11,60.0,2.5,0.5,0.5,0.5
2020,18,3,2020-11-12,60.0,2.5,0.0,0.5,0.0
2020,18,4,2020-11-12,50.0,10.0,2.5,2.5,0.5
2020,18,5,2020-11-11,40.0,10.0,10.0,0.5,0.5
2020,18,6,2020-12-23,30.0,2.5,10.0,0.5,2.5
2020,18,7,2020-12-23,20.0,0.5,0.0,0.0,0.0
2020,18,8,2020-12-23,60.0,2.5,2.5,0.5,0.5
2020,18,9,2020-11-11,30.0,20.0,30.0,2.5,10.0
2020,18,10,2020-11-11,20.0,30.0,60.0,2.5,10.0
2020,18,11,2020-11-11,20.0,20.0,90.0,0.5,0.5
2020,18,12,2020-11-12,80.0,70.0,70.0,30.0,30.0
2020,19,1,2020-10-26,2.5,0.0,0.0,0.0,0.0
2020,19,2,2020-11-06,2.5,0.0,0.0,0.0,0.0
2020,19,3,2020-07-21,2.5,0.0,0.0,0.0,0.0
2020,19,4,2020-07-21,2.5,0.0,0.0,0.0,0.0
2020,19,5,2020-12-01,2.5,0.0,0.0,0.0,0.0
2020,19,6,2020-10-28,10.0,0.0,0.0,0.0,0.0
2020,21,1,2020-12-02,2.5,2.5,2.5,0.0,0.0
2020,21,2,2021-01-15,40.0,0.0,0.0,0.0,0.0
2020,21,3,2021-01-17,20.0,10.0,0.0,0.0,0.0
2020,21,4,2020-12-19,20.0,2.5,0.0,2.5,0.0
2020,21,5,2020-12-19,60.0,30.0,40.0,2.5,2.5
2020,21,6,2020-12-23,10.0,30.0,0.0,0.0,0.0
2020,21,7,2020-12-23,5.0,0.0,0.0,0.0,0.0
2020,21,8,2021-01-15,30.0,2.5,0.0,2.5,0.0
2020,21,9,2020-12-07,20.0,2.5,0.5,0.5,0.0
2020,21,11,2021-01-09,20.0,2.5,2.5,0.0,0.0
2020,21,12,2020-12-04,10.0,2.5,0.0,2.5,0.0
2020,21,13,2020-11-28,60.0,0.0,0.0,0.0,0.0
2020,21,14,2020-06-13,20.0,0.0,0.0,0.0,0.0
2020,21,15,2020-12-07,50.0,2.5,0.0,2.5,0.0
2020,21,16,2020-12-21,10.0,2.5,5.0,0.0,0.0
2020,21,17,2020-12-21,2.5,0.0,0.0,0.0,0.0
2020,21,18,2020-11-12,60.0,10.0,100.0,2.5,0.0
2020,22,1,2020-10-20,40.0,2.5,0.0,0.0,0.0
2020,22,2,2021-01-11,10.0,0.0,0.0,0.0,0.0
2020,22,3,2021-01-11,20.0,0.0,0.0,0.0,0.0
2020,22,4,2020-11-05,40.0,0.0,0.0,0.0,0.0
2020,22,5,2020-11-05,20.0,0.0,0.0,0.0,0.0
2020,22,6,2021-01-11,30.0,0.0,0.0,0.0,0.0
2020,22,7,2020-11-16,50.0,2.5,2.5,0.0,0.0
2020,22,8,2020-10-16,30.0,2.5,2.5,0.0,0.0
2020,22,9,2020-10-16,2.5,0.0,0.0,0.0,0.0
2020,22,10,2020-12-02,30.0,0.0,0.0,0.0,0.0
2020,22,11,2020-12-02,20.0,2.5,0.0,0.0,0.0
2020,22,12,2020-10-29,30.0,2.5,2.5,0.0,0.0
2020,22,13,2020-10-29,40.0,2.5,2.5,0.0,0.0
2020,22,14,2020-10-29,30.0,0.0,0.0,0.0,0.0
2020,22,15,2020-10-29,30.0,0.0,0.0,0.0,0.0
2020,22,16,2020-10-29,2.5,0.0,0.0,0.0,0.0
2020,22,17,2020-10-04,10.0,20.0,30.0,2.5,2.5
2020,22,18,2020-10-04,20.0,10.0,20.0,2.5,2.5
2020,22,19,2020-10-04,30.0,30.0,20.0,2.5,2.5
2020,22,20,2020-10-04,2.5,2.5,0.0,2.5,0.0
