spot_id,サイト名,地点No,地名,lat,lon,survey_years
黒島～新城島_95,黒島～新城島,95.0,黒島南岸礁外縁***,24.211111,124.008306,5.0
黒島～新城島_96,黒島～新城島,96.0,キャングチ海中公園地区***,24.222417,124.030139,5.0
黒島～新城島_97,黒島～新城島,97.0,黒島東岸礁外縁***,24.251583,124.034444,5.0
黒島～新城島_98,黒島～新城島,98.0,新城島上地東岸礁外縁***,24.236222,123.963444,5.0
黒島～新城島_99,黒島～新城島,99.0,新城島下地南東岸礁外縁***,24.206861,123.93975,5.0
黒島～新城島_100,黒島～新城島,100.0,新城島下地西岸礁外縁***,24.219778,123.907722,5.0
黒島～新城島_101,黒島～新城島,101.0,新城島北西沖離礁***,24.228056,123.921694,5.0
黒島～新城島_102,黒島～新城島,102.0,新城島ー西表島間離礁①***,24.248972,123.917667,5.0
黒島～新城島_103,黒島～新城島,103.0,南風見崎沖離礁外縁東***,24.243528,123.897528,5.0
黒島～新城島_105,黒島～新城島,105.0,黒島ー新城島間大型離礁***,24.257611,123.967611,5.0
崎山湾（西表島西部）周辺_120,崎山湾（西表島西部）周辺,120.0,ユツン湾口礁縁***,24.402139,123.888722,5.0
崎山湾（西表島西部）周辺_121,崎山湾（西表島西部）周辺,121.0,船浦沖離礁***,24.424556,123.854361,5.0
崎山湾（西表島西部）周辺_122,崎山湾（西表島西部）周辺,122.0,バラス島西***,24.434806,123.815556,5.0
崎山湾（西表島西部）周辺_123,崎山湾（西表島西部）周辺,123.0,鳩間島南東礁池①***,24.452861,123.835528,5.0
崎山湾（西表島西部）周辺_124,崎山湾（西表島西部）周辺,124.0,鳩間島南東礁池②***,24.452,123.832889,5.0
崎山湾（西表島西部）周辺_125,崎山湾（西表島西部）周辺,125.0,鳩間島南西沖離礁***,24.454167,123.808139,5.0
崎山湾（西表島西部）周辺_126,崎山湾（西表島西部）周辺,126.0,星砂浜前礁縁***,24.439778,123.774528,5.0
崎山湾（西表島西部）周辺_0,崎山湾（西表島西部）周辺,,星砂浜前礁池内***,24.437556,123.775778,
崎山湾（西表島西部）周辺_127,崎山湾（西表島西部）周辺,127.0,タコ崎礁縁***,24.3305,123.738222,5.0
崎山湾（西表島西部）周辺_129,崎山湾（西表島西部）周辺,129.0,網取湾奥***,24.319972,123.707083,5.0
崎山湾（西表島西部）周辺_130,崎山湾（西表島西部）周辺,130.0,ヨナソネ***,24.34775,123.685444,5.0
崎山湾（西表島西部）周辺_131,崎山湾（西表島西部）周辺,131.0,崎山礁縁***,24.323056,123.673556,5.0
崎山湾（西表島西部）周辺_132,崎山湾（西表島西部）周辺,132.0,崎山礁池***,24.316139,123.675667,5.0
崎山湾（西表島西部）周辺_133,崎山湾（西表島西部）周辺,133.0,波照間石***,24.279611,123.691889,5.0
崎山湾（西表島西部）周辺_134,崎山湾（西表島西部）周辺,134.0,鹿川湾中ノ瀬①***,24.285056,123.731389,5.0
崎山湾（西表島西部）周辺_135,崎山湾（西表島西部）周辺,135.0,鹿川湾中ノ瀬②***,24.288306,123.732028,5.0
崎山湾（西表島西部）周辺_136,崎山湾（西表島西部）周辺,136.0,サザレ浜礁縁***,24.275472,123.76275,5.0
崎山湾（西表島西部）周辺_137,崎山湾（西表島西部）周辺,137.0,豊原沖礁縁***,24.241861,123.865639,5.0
崎山湾（西表島西部）周辺_138,崎山湾（西表島西部）周辺,138.0,船浮崎前***,24.344,123.729611,5.0
崎山湾（西表島西部）周辺_139,崎山湾（西表島西部）周辺,139.0,外パナリ南礁縁***,24.370861,123.705306,5.0
崎山湾（西表島西部）周辺_141,崎山湾（西表島西部）周辺,141.0,鳩間島東礁縁***,24.456528,123.842333,5.0
崎山湾（西表島西部）周辺_142,崎山湾（西表島西部）周辺,142.0,鳩間島北礁縁***,24.476639,123.829528,5.0
父島周辺_1,父島周辺,1.0,兄島　滝之浦,27.118717,142.203014,5.0
父島周辺_2,父島周辺,2.0,兄島　キャベツビーチ,27.109722,142.204028,5.0
父島周辺_3,父島周辺,3.0,兄島　水玉湾西側,27.110003,142.224908,5.0
父島周辺_4,父島周辺,4.0,父島　宮之浜,27.10675,142.194292,5.0
父島周辺_5,父島周辺,5.0,父島  釣浜,27.104519,142.205539,5.0
父島周辺_6,父島周辺,6.0,父島　初寝浦,27.084083,142.225544,5.0
父島周辺_7,父島周辺,7.0,父島　巽東海岸,27.055272,142.22905,5.0
父島周辺_8,父島周辺,8.0,父島　巽中海岸,27.052539,142.223286,5.0
父島周辺_9,父島周辺,9.0,"父島(属)南島
サンゴ池",27.047267,142.182678,5.0
父島周辺_10,父島周辺,10.0,父島　コペペ海岸,27.063336,142.192347,5.0
父島周辺_11,父島周辺,11.0,父島　野羊山内側,27.075128,142.18515,5.0
父島周辺_12,父島周辺,12.0,父島　二見湾奥,27.093622,142.198883,5.0
串本周辺_1,串本周辺,1.0,通夜島,33.452822,135.816403,5.0
串本周辺_2,串本周辺,2.0,住崎,33.448386,135.749206,5.0
串本周辺_3,串本周辺,3.0,ｸﾞﾗｽﾜｰﾙﾄﾞ①,33.454308,135.751347,5.0
串本周辺_4,串本周辺,4.0,ｸﾞﾗｽﾜｰﾙﾄﾞ②,33.453333,135.753444,5.0
串本周辺_5,串本周辺,5.0,砥崎,33.4724,135.769269,5.0
串本周辺_6,串本周辺,6.0,高富湾奥,33.482586,135.757681,5.0
串本周辺_7,串本周辺,7.0,公園1号地,33.479639,135.753917,5.0
串本周辺_8,串本周辺,8.0,公園2号地,33.479083,135.7435,5.0
串本周辺_9,串本周辺,9.0,公園3号地,33.474278,135.736028,5.0
串本周辺_11,串本周辺,11.0,展望塔前,33.480556,135.74625,5.0
串本周辺_12,串本周辺,12.0,有田湾奥,33.484361,135.734611,5.0
串本周辺_13,串本周辺,13.0,双島①,33.484042,135.691486,5.0
串本周辺_14,串本周辺,14.0,双島②,33.484042,135.691628,5.0
串本周辺_15,串本周辺,15.0,下浅地,33.476472,135.6655,5.0
串本周辺_16,串本周辺,16.0,"二木島海中公園
1号地区",33.921611,136.200639,5.0
串本周辺_17,串本周辺,17.0,"二木島海中公園
2号地区",33.943131,136.219911,3.0
串本周辺_18,串本周辺,18.0,"紀伊大島
ゾウバナ",33.477333,135.819806,5.0
四国南西岸(宇和海～足摺岬)_1,四国南西岸(宇和海～足摺岬),1.0,須ノ川,33.043639,132.484667,5.0
四国南西岸(宇和海～足摺岬)_2,四国南西岸(宇和海～足摺岬),2.0,鹿島,32.9515,132.456444,5.0
四国南西岸(宇和海～足摺岬)_3,四国南西岸(宇和海～足摺岬),3.0,天嶬鼻,32.929278,132.568944,5.0
四国南西岸(宇和海～足摺岬)_4,四国南西岸(宇和海～足摺岬),4.0,白浜,32.87875,132.689778,5.0
四国南西岸(宇和海～足摺岬)_5,四国南西岸(宇和海～足摺岬),5.0,黒崎,32.863222,132.6695,5.0
四国南西岸(宇和海～足摺岬)_6,四国南西岸(宇和海～足摺岬),6.0,網代,32.824611,132.64925,5.0
四国南西岸(宇和海～足摺岬)_7,四国南西岸(宇和海～足摺岬),7.0,柏島,32.773611,132.624833,5.0
四国南西岸(宇和海～足摺岬)_8,四国南西岸(宇和海～足摺岬),8.0,沖ノ島・トリノクビ,32.753167,132.549694,5.0
四国南西岸(宇和海～足摺岬)_9,四国南西岸(宇和海～足摺岬),9.0,沖ノ島・三ツ碆,32.7455,132.569667,5.0
四国南西岸(宇和海～足摺岬)_10,四国南西岸(宇和海～足摺岬),10.0,尻貝,32.797639,132.709389,5.0
四国南西岸(宇和海～足摺岬)_11,四国南西岸(宇和海～足摺岬),11.0,西泊,32.776528,132.732083,5.0
四国南西岸(宇和海～足摺岬)_12,四国南西岸(宇和海～足摺岬),12.0,爪白,32.784667,132.855,5.0
四国南西岸(宇和海～足摺岬)_13,四国南西岸(宇和海～足摺岬),13.0,海中公園2号地・竜串１,32.786722,132.863583,5.0
四国南西岸(宇和海～足摺岬)_14,四国南西岸(宇和海～足摺岬),14.0,海中公園2号地・竜串２,32.786,132.864722,5.0
四国南西岸(宇和海～足摺岬)_15,四国南西岸(宇和海～足摺岬),15.0,海中公園3号地・大碆,32.781833,132.867583,5.0
四国南西岸(宇和海～足摺岬)_16,四国南西岸(宇和海～足摺岬),16.0,大村碆,32.762472,132.868306,5.0
土佐湾内(協力地点）_32,土佐湾内(協力地点）,32.0,大手の浜・灯台下,33.521028,133.753139,5.0
土佐湾内(協力地点）_33,土佐湾内(協力地点）,33.0,大手の浜・海風荘下,33.522417,133.753806,5.0
土佐湾内(協力地点）_34,土佐湾内(協力地点）,34.0,塩屋海岸,33.520278,133.753889,5.0
鹿児島県南部沿岸_1,鹿児島県南部沿岸,1.0,身代湾入口,31.550917,130.690556,5.0
鹿児島県南部沿岸_2,鹿児島県南部沿岸,2.0,観音崎東,31.546667,130.658194,5.0
鹿児島県南部沿岸_3,鹿児島県南部沿岸,3.0,沖小島 （立神）,31.544389,130.617083,3.0
鹿児島県南部沿岸_4,鹿児島県南部沿岸,4.0,神瀬,31.566389,130.592472,4.0
鹿児島県南部沿岸_5,鹿児島県南部沿岸,5.0,袴腰海中公園,31.589833,130.591167,5.0
鹿児島県南部沿岸_6,鹿児島県南部沿岸,6.0,佐田岬海中公園・岬側,30.999167,130.668056,5.0
鹿児島県南部沿岸_7,鹿児島県南部沿岸,7.0,佐多岬海中公園・ビロウ島,30.996278,130.670778,5.0
鹿児島県南部沿岸_9,鹿児島県南部沿岸,9.0,赤水大龍　権現,31.257806,130.258611,5.0
鹿児島県南部沿岸_10,鹿児島県南部沿岸,10.0,坊津・塩ケ浦,31.256528,130.232389,5.0
鹿児島県南部沿岸_11,鹿児島県南部沿岸,11.0,坊津・馬込浜その1,31.317444,130.203833,5.0
鹿児島県南部沿岸_12,鹿児島県南部沿岸,12.0,坊津・馬込浜その2,31.319417,130.204972,5.0
鹿児島県南部沿岸_13,鹿児島県南部沿岸,13.0,坊津・平崎集会場下,31.342417,130.20725,5.0
鹿児島県南部沿岸_14,鹿児島県南部沿岸,14.0,坊津・田平,31.348889,130.205278,5.0
鹿児島県南部沿岸_15,鹿児島県南部沿岸,15.0,笠沙町・大当,31.423611,130.170111,5.0
鹿児島県南部沿岸_16,鹿児島県南部沿岸,16.0,阿久根・桑島　　,32.032667,130.1665,5.0
鹿児島県南部沿岸_17,鹿児島県南部沿岸,17.0,長島・多々羅島,32.084,130.1615,5.0
鹿児島県南部沿岸_18,鹿児島県南部沿岸,18.0,東町・加世堂湾,32.1245,130.175778,5.0
天草周辺_1,天草周辺,1.0,富岡海中公園１号、つつま瀬,32.523472,130.016167,5.0
天草周辺_2,天草周辺,2.0,富岡海中公園２号、白岩崎,32.518639,130.02625,5.0
天草周辺_3,天草周辺,3.0,天草海中公園、大ガ瀬,32.344694,129.967694,5.0
天草周辺_4,天草周辺,4.0,天草海中公園、大ガ瀬対岸,32.348833,129.977139,5.0
天草周辺_5,天草周辺,5.0,海中公園、桑島,32.200361,129.975583,5.0
天草周辺_6,天草周辺,6.0,茂串（白浜）,32.205222,129.993306,5.0
天草周辺_7,天草周辺,7.0,大島北,32.186778,129.968528,5.0
天草周辺_8,天草周辺,8.0,牛深海中公園１号、鶴崎,32.193111,129.993806,5.0
天草周辺_9,天草周辺,9.0,大島港西,32.179417,129.966611,5.0
天草周辺_10,天草周辺,10.0,片島,32.149917,129.975111,5.0
天草周辺_11,天草周辺,11.0,春這,32.180611,130.020861,5.0
天草周辺_12,天草周辺,12.0,平瀬,32.165833,130.007778,5.0
天草周辺_13,天草周辺,13.0,牛深海中公園３号、築ノ島,32.155472,130.042972,5.0
天草周辺_14,天草周辺,14.0,牛深海中公園４号、法ヶ島南側,32.161667,130.054611,5.0
天草周辺_15,天草周辺,15.0,片島南,32.14375,129.971944,5.0
屋久島・種子島周辺_1,屋久島・種子島周辺,1.0,屋久島　志戸子,30.448675,130.521853,4.0
屋久島・種子島周辺_2,屋久島・種子島周辺,2.0,屋久島　元浦　,30.455233,130.515506,4.0
屋久島・種子島周辺_3,屋久島・種子島周辺,3.0,屋久島管理棟下　 ,30.461531,130.516622,4.0
屋久島・種子島周辺_4,屋久島・種子島周辺,4.0,屋久島　お宮下　,30.462811,130.493428,4.0
屋久島・種子島周辺_5,屋久島・種子島周辺,5.0,屋久島タンク下　,30.457658,130.48885,4.0
屋久島・種子島周辺_6,屋久島・種子島周辺,6.0,屋久島センロク　,30.448286,130.463392,4.0
屋久島・種子島周辺_7,屋久島・種子島周辺,7.0,屋久島　塚崎　,30.272417,130.412417,4.0
屋久島・種子島周辺_8,屋久島・種子島周辺,8.0,屋久島　七瀬　,30.24975,130.417981,4.0
屋久島・種子島周辺_9,屋久島・種子島周辺,9.0,屋久島　中間　,30.24885,130.429161,4.0
屋久島・種子島周辺_10,屋久島・種子島周辺,10.0,屋久島　湯泊　,30.233461,130.477075,4.0
屋久島・種子島周辺_11,屋久島・種子島周辺,11.0,屋久島　麦生,30.260597,130.606903,4.0
屋久島・種子島周辺_12,屋久島・種子島周辺,12.0,口永良部　寝待　,30.469675,130.229847,4.0
屋久島・種子島周辺_13,屋久島・種子島周辺,13.0,口永良部岩屋泊,30.486625,130.168994,4.0
屋久島・種子島周辺_16,屋久島・種子島周辺,16.0,種子島　住吉　　,30.665167,130.943047,4.0
屋久島・種子島周辺_17,屋久島・種子島周辺,17.0,竹島 コモリ港,30.808408,130.413664,4.0
屋久島・種子島周辺_18,屋久島・種子島周辺,18.0,硫黄島永良部崎　,30.775622,130.275311,4.0
屋久島・種子島周辺_19,屋久島・種子島周辺,19.0,黒島　夫婦瀬,30.815353,129.918014,4.0
屋久島・種子島周辺_20,屋久島・種子島周辺,20.0,種子島　浦田ビーチ,30.824578,131.038042,4.0
東村～奥_44,東村～奥,44.0,南浮原南,26.286361,127.978889,3.0
東村～奥_45,東村～奥,45.0,慶佐次北,26.60925,128.158056,2.0
恩納村～残波岬_40,恩納村～残波岬,40.0,ジャナセ,26.287139,127.717528,4.0
恩納村～残波岬_48,恩納村～残波岬,48.0,糸満港クラントガイ北,26.119833,127.6515,4.0
恩納村～残波岬_51,恩納村～残波岬,51.0,恩納村恩納礁斜面,26.508889,127.854083,4.0
恩納村～残波岬_52,恩納村～残波岬,52.0,塩川港南,26.60625,127.891861,3.0
水納島・伊是名島・伊平屋島_7,水納島・伊是名島・伊平屋島,7.0,伊是名島内花橋北,26.955,127.927,2.0
水納島・伊是名島・伊平屋島_8,水納島・伊是名島・伊平屋島,8.0,伊是名島アギギタラ,26.91,127.942,2.0
水納島・伊是名島・伊平屋島_10,水納島・伊是名島・伊平屋島,10.0,伊江島フナズ原南,26.703167,127.776972,4.0
水納島・伊是名島・伊平屋島_11,水納島・伊是名島・伊平屋島,11.0,伊是名島第一号立標,26.907917,127.938083,2.0
四国東岸(協力地点）_35,四国東岸(協力地点）,35.0,中崎,33.540372,134.302439,4.0
四国東岸(協力地点）_36,四国東岸(協力地点）,36.0,中磯,33.540583,134.300303,4.0
四国東岸(協力地点）_37,四国東岸(協力地点）,37.0,葛島,33.539839,134.311281,4.0
四国東岸(協力地点）_38,四国東岸(協力地点）,38.0,葛島東,33.53865,134.312139,4.0
田辺周辺_1,田辺周辺,1.0,天神崎ビーチ,33.725556,135.351111,2.0
田辺周辺_2,田辺周辺,2.0,沖島サンマリンコーラルガーデン,33.720278,135.324722,2.0
田辺周辺_3,田辺周辺,3.0,沖島エトセトラコーラルガーデン,33.721111,135.325556,2.0
田辺周辺_4,田辺周辺,4.0,ニシザキサンゴ真ん中,33.718611,135.324167,2.0
田辺周辺_5,田辺周辺,5.0,四双島南,33.691111,135.325833,2.0
田辺周辺_6,田辺周辺,6.0,権現崎,33.683333,135.338889,2.0
田辺周辺_7,田辺周辺,7.0,すさみビーチ,33.5475,135.485556,2.0
小宝島周辺_1,小宝島周辺,1.0,宝島前篭港東,29.160056,129.209778,1.0
小宝島周辺_2,小宝島周辺,2.0,宝島海水浴場沖,29.159194,129.216056,1.0
小宝島周辺_3,小宝島周辺,3.0,宝島ヘリポート沖①,29.153944,129.224139,1.0
小宝島周辺_4,小宝島周辺,4.0,宝島ヘリポート沖②,29.153444,129.223722,1.0
小宝島周辺_5,小宝島周辺,5.0,宝島洗石港南,29.144,129.219917,1.0
小宝島周辺_6,小宝島周辺,6.0,宝島ヘリポート沖③,29.151389,129.224583,1.0
小宝島周辺_7,小宝島周辺,7.0,宝島ヘリポート沖④,29.151278,129.226194,1.0
小宝島周辺_9,小宝島周辺,9.0,悪石島北東岸畝神,29.472667,129.608472,1.0
小宝島周辺_10,小宝島周辺,10.0,悪石島東岸女神山岬下,29.452611,129.620944,1.0
小宝島周辺_14,小宝島周辺,14.0,小宝島赤立神東,29.219861,129.330222,1.0
小宝島周辺_15,小宝島周辺,15.0,宝島前籠港西,29.160083,129.201472,1.0
小宝島周辺_16,小宝島周辺,16.0,小宝島港南,29.21775,129.325444,1.0
小宝島周辺_17,小宝島周辺,17.0,小宝島横瀬海岸東,29.228528,129.324139,1.0
小宝島周辺_18,小宝島周辺,18.0,小宝島横瀬海岸西,29.226083,129.319167,1.0
小宝島周辺_19,小宝島周辺,19.0,悪石島東浜,29.459556,129.616278,1.0
小宝島周辺_22,小宝島周辺,22.0,上ノ根島北,28.837194,129.000944,1.0
小宝島周辺_23,小宝島周辺,23.0,横当島北入り江,28.798806,128.984583,1.0
小宝島周辺_24,小宝島周辺,24.0,大間泊港前航路口,29.142528,129.195917,1.0
小宝島周辺_25,小宝島周辺,25.0,悪石島風下,29.444806,129.607722,1.0
大東諸島_1,大東諸島,1.0,本場階段前,25.873767,131.249633,1.0
大東諸島_2,大東諸島,2.0,ﾔｷﾞ道(岸壁)前,25.86115,131.219867,1.0
大東諸島_3,大東諸島,3.0,塩屋プール前,25.827983,131.21485,1.0
大東諸島_4,大東諸島,4.0,塩屋のﾊﾅ,25.823283,131.212133,1.0
大東諸島_5,大東諸島,5.0,ｱｶﾊﾞﾏ（銅浜）,25.814033,131.248033,1.0
大東諸島_6,大東諸島,6.0,亀池港前,25.812767,131.228067,1.0
大東諸島_7,大東諸島,7.0,海軍棒前,25.832883,131.268883,1.0
大東諸島_9,大東諸島,9.0,ｱｶﾂｷﾎﾟｲﾝﾄ,25.839533,131.269367,1.0
大東諸島_11,大東諸島,11.0,北のﾊﾅ・東,25.961917,131.286383,1.0
大東諸島_12,大東諸島,12.0,北のﾊﾅ・南,25.960617,131.28395,1.0
大東諸島_13,大東諸島,13.0,北大東南端,25.927533,131.309217,1.0
大東諸島_14,大東諸島,14.0,ﾆｲｹｲｶﾞﾏ（二階釜）,25.93475,131.324867,1.0
大東諸島_15,大東諸島,15.0,真黒崎,25.951267,131.332983,1.0
東村～奥_26,東村～奥,26.0,宇佐浜東,26.865694,128.26625,2.0
東村～奥_47,東村～奥,47.0,ウカビ南東,26.174056,127.842361,1.0
東村～奥_48,東村～奥,48.0,マガヤー北東,26.162028,127.840417,2.0
恩納村～残波岬_11,恩納村～残波岬,11.0,北谷町宮城海岸,26.329222,127.742111,2.0
恩納村～残波岬_46,恩納村～残波岬,46.0,久良波*,26.438583,127.784,2.0
恩納村～残波岬_49,恩納村～残波岬,49.0,崎山,26.707139,127.963389,2.0
恩納村～残波岬_61,恩納村～残波岬,61.0,崎本部,26.631306,127.884444,1.0
四国東岸(協力地点）_27,四国東岸(協力地点）,27.0,大島・海中公園2号地,33.643806,134.484278,2.0
四国東岸(協力地点）_28,四国東岸(協力地点）,28.0,大島・ビシャゴ,33.639583,134.483472,2.0
四国東岸(協力地点）_29,四国東岸(協力地点）,29.0,大島・内湾,33.637,134.484722,2.0
奄美大島_1,奄美大島,1.0,赤木名立神,28.471083,129.648139,1.0
奄美大島_2,奄美大島,2.0,節田,28.41075,129.690028,1.0
奄美大島_3,奄美大島,3.0,神の子,28.402583,129.6375,1.0
奄美大島_4,奄美大島,4.0,久場,28.429194,129.598278,1.0
奄美大島_5,奄美大島,5.0,安木屋場,28.477667,129.609806,1.0
奄美大島_6,奄美大島,6.0,崎原東,28.337556,129.567472,1.0
奄美大島_7,奄美大島,7.0,崎原南,28.333389,129.554833,1.0
奄美大島_8,奄美大島,8.0,摺子崎,28.412833,129.46125,1.0
奄美大島_9,奄美大島,9.0,大浜,28.40225,129.453028,1.0
奄美大島_10,奄美大島,10.0,徳浜,28.346111,129.312639,1.0
奄美大島_11,奄美大島,11.0,和瀬,28.292611,129.475444,1.0
奄美大島_12,奄美大島,12.0,実久,28.199806,129.202222,1.0
奄美大島_13,奄美大島,13.0,デリキョンマ崎,28.188778,129.243833,1.0
奄美大島_14,奄美大島,14.0,手安,28.160333,129.293083,1.0
奄美大島_15,奄美大島,15.0,安脚場,28.111722,129.347056,1.0
東村～奥_35,東村～奥,35.0,波名城礁斜面,26.110361,127.745111,1.0
東村～奥_49,東村～奥,49.0,知名崎海岸東礁斜面,26.184986,127.823914,1.0
東村～奥_50,東村～奥,50.0,クダカズニ礁斜面,26.171978,127.856739,1.0
東村～奥_51,東村～奥,51.0,クマカ島北礁斜面,26.152111,127.849861,1.0
恩納村～残波岬_63,恩納村～残波岬,63.0,仲尾干瀬北礁斜面,26.688833,128.068806,1.0
恩納村～残波岬_64,恩納村～残波岬,64.0,シッピシ礁斜面,26.72775,128.127056,1.0
恩納村～残波岬_65,恩納村～残波岬,65.0,田嘉里浜西礁斜面,26.722611,128.146833,1.0
恩納村～残波岬_66,恩納村～残波岬,66.0,ヒキイシ北礁斜面,26.272703,127.686431,1.0
水納島・伊是名島・伊平屋島_13,水納島・伊是名島・伊平屋島,13.0,ナカンシ西礁斜面,26.6744,127.8156,1.0
土佐湾内(協力地点）_17,土佐湾内(協力地点）,17.0,奈半利10号堤　内側,33.404917,134.031889,1.0
土佐湾内(協力地点）_18,土佐湾内(協力地点）,18.0,奈半利7号堤　外側,33.411222,134.029861,1.0
土佐湾内(協力地点）_19,土佐湾内(協力地点）,19.0,奈半利5号堤　内側,33.414806,134.0255,1.0
四国東岸(協力地点）_21,四国東岸(協力地点）,21.0,金目,33.546194,134.307139,1.0
四国東岸(協力地点）_22,四国東岸(協力地点）,22.0,海中公園1号地・沖側,33.544778,134.314528,1.0
四国東岸(協力地点）_24,四国東岸(協力地点）,24.0,海中公園2号地・竹ヶ島,33.542722,134.316333,1.0
四国東岸(協力地点）_25,四国東岸(協力地点）,25.0,海中公園2号地・二子島,33.541861,134.31475,1.0
四国東岸(協力地点）_30,四国東岸(協力地点）,30.0,大島・チエバの下,33.635056,134.481056,1.0
四国東岸(協力地点）_31,四国東岸(協力地点）,31.0,モニタリング基盤ＷＢ,33.543833,134.311611,1.0
多良間島周辺_1,多良間島周辺,1.0,ウエダマーリ°礁縁,24.629942,124.709094,1.0
多良間島周辺_2,多良間島周辺,2.0,ウエダマーリ°礁池,24.638333,124.717778,1.0
多良間島周辺_3,多良間島周辺,3.0,タカアナ礁縁,24.630886,124.690856,1.0
多良間島周辺_4,多良間島周辺,4.0,マガリ°礁縁,24.636783,124.675039,1.0
多良間島周辺_5,多良間島周辺,5.0,ナカシャラ礁池,24.637022,124.682803,1.0
多良間島周辺_6,多良間島周辺,6.0,アカダン礁縁,24.647047,124.670581,1.0
多良間島周辺_7,多良間島周辺,7.0,タカシバマ礁縁,24.658425,124.6676,1.0
多良間島周辺_8,多良間島周辺,8.0,アウル礁縁,24.672525,124.675361,1.0
多良間島周辺_9,多良間島周辺,9.0,ナガシャキｨ°礁縁,24.67885,124.684017,1.0
